Name;YT Scope Project;
File;C:\Users\kimro\Documents\Bachelor\data\spool_mapping\UpDown110Bar060326\Down110Bar80Signal060326.csv;
Starttime of export;134172543106940000;fredag 6. mars 2026;08:05:10.694
Endtime of export;134172543224969999;fredag 6. mars 2026;08:05:22.496


fTimer;fU;fSpoolPosition;fPistonPosition;fPistonPosMeasured;fFlow;fPa;fPaFiltered;fPaLower;fPaLowerFiltered;fPb;fPbFiltered;fPs;fPsFiltered

38,969;0;-1;0,45418840674738264;0,44325086125900409;-0,38310412573673869;60,744041261024812;61,434629164905111;0,13428144169438766;0,14291852114732714;0,12207403790398877;0,1130556672232763;109,41496017334514;110,70725514194788
38,97;0;-1;0,45421573359266265;0,443282179768243;-0,39292730844793716;60,731833857234413;61,434735871929739;0,13428144169438766;0,14289671461436573;0,12207403790398877;0,11308814091178895;109,42716757713553;110,70729738107161
38,971;0;-1;0,45421573359266265;0,443282179768243;-0,37328094302554027;60,731833857234413;61,4348039535369;0,13428144169438766;0,1428749756816565;0,12207403790398877;0,11312051393186721;109,42716757713553;110,70737778387976
38,972;0;-1;0,45421573359266265;0,443282179768243;-0,37328094302554027;60,731833857234413;61,434871824091083;0,13428144169438766;0,14285330413963868;0,12207403790398877;0,11315278659558323;109,47599719229713;110,70745793743923
38,973;0;-1;0,45421573359266265;0,443282179768243;-0,39292730844793716;60,744041261024812;61,434939484246534;0,14648884548478652;0,14283169977940111;0,12207403790398877;0,11318495921404172;109,46378978850673;110,7076910210254
38,974;0;-1;0,45421573359266265;0,443282179768243;-0,343811394891945;60,731833857234413;61,435045229281208;0,14648884548478652;0,14284845701837076;0,12207403790398877;0,11321703209738299;109,42716757713553;110,70788508742676
38,975;0;-1;0,45421573359266265;0,443282179768243;-0,38310412573673869;60,744041261024812;61,435112351880569;0,13428144169438766;0,1428651623098996;0,12207403790398877;0,1132490055547859;109,46378978850673;110,70796366834523
38,976;0;-1;0,45421573359266265;0,443282179768243;-0,36345776031434179;60,744041261024812;61,435217561025567;0,13428144169438766;0,14284352118933422;0,12207403790398877;0,11328087989447086;109,46378978850673;110,70815688953989
38,977;0;-1;0,45421573359266265;0,443282179768243;-0,343811394891945;60,744041261024812;61,435322444022219;0,13428144169438766;0,14282194715624258;0,10986663411358989;0,11331265542370281;109,47599719229713;110,70834951174886
38,978;0;-1;0,45421573359266265;0,443282179768243;-0,37328094302554027;60,75624866481521;61,435427001881585;0,13428144169438766;0,14280044000265354;0,12207403790398877;0,11330603782310365;109,41496017334514;110,70857983145467
38,979;0;-1;0,45421573359266265;0,443282179768243;-0,35363457760314343;60,707419049653616;61,435569530237281;0,12207403790398877;0,14277899952124062;0,12207403790398877;0,11333773536275683;109,41496017334514;110,70861796404095
38,98;0;-1;0,45421573359266265;0,443282179768243;-0,38310412573673869;60,695211645863218;61,435558438252315;0,13428144169438766;0,14271933087962957;0,12207403790398877;0,11336933464003708;109,42716757713553;110,7086559784162
38,981;0;-1;0,45421573359266265;0,443282179768243;-0,37328094302554027;60,695211645863218;61,435509086026812;0,13428144169438766;0,142698141836498;0,12207403790398877;0,11340083595955777;109,42716757713553;110,70873216957258
38,982;0;-1;0,45421573359266265;0,443282179768243;-0,37328094302554027;60,670796838282421;61,4354598867932;0,13428144169438766;0,14267701847940018;0,12207403790398877;0,11343223962498793;109,41496017334514;110,7088081245364
38,983;0;-1;0,45421573359266265;0,443282179768243;-0,4322200392927309;60,670796838282421;61,435334250825832;0,13428144169438766;0,14265596060470934;0,13428144169438766;0,11346354593905528;109,37833796197394;110,70884554941412
38,984;0;-1;0,45421573359266265;0,443282179768243;-0,37328094302554027;60,670796838282421;61,435209004329963;0,13428144169438766;0,14263496800943004;0,12207403790398877;0,11353304982923952;109,37833796197394;110,70876797439765
38,985;0;-1;0,45421573359266265;0,443282179768243;-0,39292730844793716;60,658589434492022;61,435084146098241;0,13428144169438766;0,14261404049119611;0,12207403790398877;0,11356404363167368;109,41496017334514;110,7086906398637
38,986;0;-1;0,45421573359266265;0,443282179768243;-0,40275049115913553;60,658589434492022;61,434921380301347;0,13428144169438766;0,14259317784826872;0,12207403790398877;0,11359494135332028;109,41496017334514;110,7087284289439
38,987;0;-1;0,45421573359266265;0,443282179768243;-0,37328094302554027;60,658589434492022;61,434759119078414;0,13428144169438766;0,14257237987953439;0,13428144169438766;0,1136257432920298;109,37833796197394;110,70876610087795
38,988;0;-1;0,45421573359266265;0,443282179768243;-0,39292730844793716;60,658589434492022;61,434597360865283;0,13428144169438766;0,14255164638450313;0,13428144169438766;0,11369474437041982;109,34171575060275;110,70868877215194
38,989;0;-1;0,45421573359266265;0,443282179768243;-0,37328094302554027;60,634174626911225;61,434436104102609;0,13428144169438766;0,14253097716330648;0,13428144169438766;0,11376353154546683;109,39054536576434;110,70849679926792
38,99;0;-1;0,45421573359266265;0,443282179768243;-0,36345776031434179;60,634174626911225;61,434198757984511;0,13428144169438766;0,14251037201669553;0,13428144169438766;0,11383210548027117;109,39054536576434;110,70845860000259
38,991;0;-1;0,45421573359266265;0,443282179768243;-0,38310412573673869;60,634174626911225;61,43396214763937;0,13428144169438766;0,1424898307460391;0,13428144169438766;0,11390046683587764;109,39054536576434;110,70842051915497
38,992;0;-1;0,45418840674738264;0,44325086125900409;-0,38310412573673869;60,634174626911225;61,433726270786309;0,13428144169438766;0,14246935315332168;0,12207403790398877;0,11396861627128171;109,36613055818354;110,70838255635799
38,993;0;-1;0,45418840674738264;0,44325086125900409;-0,39292730844793716;60,621967223120819;61,433491125151484;0,13428144169438766;0,14244893904114167;0,12207403790398877;0,11399825981774556;109,39054536576434;110,70826812199432
38,994;0;-1;0,45418840674738264;0,44325086125900409;-0,39292730844793716;60,609759819330421;61,43321841384244;0,13428144169438766;0,14242858821270943;0,12207403790398877;0,11402781146921534;109,40275276955474;110,70823063162855
38,995;0;-1;0,45418840674738264;0,44325086125900409;-0,36345776031434179;60,609759819330421;61,432908253312775;0,14648884548478652;0,14240830047184536;0,12207403790398877;0,11405727151056558;109,39054536576434;110,7082315521086
38,996;0;-1;0,45418840674738264;0,44325086125900409;-0,40275049115913553;60,609759819330421;61,432599054280743;0,14648884548478652;0,14242637024866842;0,12207403790398877;0,11408664022578763;109,39054536576434;110,70819417510947
38,997;0;-1;0,45418840674738264;0,44325086125900409;-0,38310412573673869;60,621967223120819;61,432290813765711;0,14648884548478652;0,14244438400918333;0,12207403790398877;0,1141159178979925;109,32950834681235;110,70815691397904
38,998;0;-1;0,45418840674738264;0,44325086125900409;-0,36345776031434179;60,634174626911225;61,432021823421969;0,14648884548478652;0,14246234192704066;0,12207403790398877;0,11414510480941352;109,36613055818354;110,70792829522965
38,999;0;-1;0,45418840674738264;0,44325086125900409;-0,40275049115913553;60,658589434492022;61,431791961573978;0,15869624927518541;0,14248024417535263;0,12207403790398877;0,11417420124140915;109,37833796197394;110,70781526907547
39;0;-1;0,45418840674738264;0,44325086125900409;-0,37328094302554027;60,670796838282421;61,431639401549106;0,14648884548478652;0,14253638555238529;0,10986663411358989;0,11420320747446558;109,32950834681235;110,70774088792805
39,001;0;-1;0,45418840674738264;0,44325086125900409;-0,37328094302554027;60,670796838282421;61,431525609086;0,14648884548478652;0,14255405826545869;0,10986663411358989;0,11419382916250907;109,32950834681235;110,70751355885943
