Name;YT Scope Project;;;;;;;;;;;;;;;;;;;;;;
File;C:\Users\kimro\Documents\Bachelor\data\spool_mapping\UpDown110Bar060326\Down110Bar65Signal060326.csv;;;;;;;;;;;;;;;;;;;;;;
Starttime of export;1,34173E+17;fredag 6. mars 2026;08:09:24.915;;;;;;;;;;;;;;;;;;;;
Endtime of export;1,34173E+17;fredag 6. mars 2026;08:09:33.735;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
fTimer;fU;fSpoolPosition;fPistonPosition;fPistonPosMeasured;fFlow;fPa;fPaFiltered;fPaLower;fPaLowerFiltered;fPb;fPbFiltered;fPs;fPsFiltered;;;;;;;;;;
1,901;0,65;0,693630869;0,290732666;0,272314438;10,81042464;69,74089785;86,98555371;60,73183386;62,23910958;35,99963378;31,4232057;107,6204718;107,9171979;249,7390667;0,097515226;0,097562583;;;;;;;
1,902;0,65;0,693863319;0,290602631;0,272189164;10,82757044;69,72869045;86,93467569;60,73183386;62,2366841;35,97521897;31,43872461;107,6082644;107,92026;249,6047853;0,130035038;0,100530407;;;;;;;
1,903;0,65;0,693863319;0,290602631;0,272189164;10,80185175;69,72869045;86,8839171;60,75624866;62,23426615;35,91418195;31,45411883;107,6082644;107,9232744;249,2996002;0;0,08870904;;;;;;;
1,904;0,65;0,694328219;0,290505094;0,272095208;10,81899754;69,72869045;86,83331586;60,75624866;62,23193227;35,91418195;31,46927385;107,6082644;107,9262793;249,2996002;0,09753733;0,097584677;;;;;;;
1,905;0,65;0,693863319;0,29037503;0,271969934;10,83614334;69,72869045;86,78287148;60,76845607;62,22960564;35,84093753;31,48438189;107,53502;107,929275;248,9333781;0,130064508;0,100553168;;;;;;;
1,906;0,65;0,693630869;0,29027747;0,271875979;10,80185175;69,74089785;86,73258348;60,81728568;62,2273245;35,7432783;31,49921333;107,4617756;107,9320316;248,4572893;0,09755943;0,097606766;;;;;;;
1,907;0,65;0,692933519;0,29011485;0,271719386;10,81899754;69,76531266;86,68248967;60,82949309;62,22520362;35,67003388;31,51369243;107,5228126;107,9345499;248,115482;0,162620094;0,100575924;;;;;;;
1,908;0,65;0,692933519;0,29011485;0,271719386;10,81042464;69,78972747;86,63262774;60,8661153;62,22312761;35,57237465;31,52789688;107,5228126;107,9372519;247,6516007;0;0,085792279;;;;;;;
1,909;0,65;0,692933519;0,290017265;0,271625431;10,83614334;69,78972747;86,58299697;60,8661153;62,22117292;35,57237465;31,54175094;107,5228126;107,9399454;247,6516007;0,097584681;0,09467193;;;;;;;
1,91;0,65;0,692933519;0,289887138;0,271500157;10,83614334;69,82634968;86,53352005;60,91494491;62,21922429;35,46250801;31,55556205;107,4617756;107,9426307;247,1388897;0,130127636;0,097641468;;;;;;;
1,911;0,65;0,693165969;0,289756993;0,271374883;10,81042464;69,8751793;86,4843114;60,97598193;62,21743488;35,37705618;31,5689857;107,4373608;107,9451161;246,7604602;0,130144465;0,09469334;;;;;;;
1,912;0,65;0,693398419;0,289626832;0,271249609;10,85328914;69,93621632;86,43540847;60,98818934;62,21584248;35,26718955;31,58209966;107,473983;107,9475172;246,2721641;0,130161291;0,097666697;;;;;;;
1,913;0,65;0,693398419;0,289626832;0,271249609;10,83614334;69,94842372;86,38684861;61,02481155;62,21429332;35,14511551;31,59482833;107,4617756;107,9500258;245,6740013;0;0,085833852;;;;;;;
1,914;0,65;0,693630869;0,2895292;0,271155653;10,84471624;69,99725333;86,33847759;61,06143376;62,21286385;35,02304147;31,60713459;107,4251534;107,9524883;245,1124607;0,09763201;0,094717801;;;;;;;
1,915;0,65;0,693165969;0,289399009;0,271030379;10,84471624;69,99725333;86,29040969;61,06143376;62,21155368;35,02304147;31,61901975;107,4251534;107,9548283;245,1124607;0,130190733;0,097688766;;;;;;;
1,916;0,65;0,693630869;0,289301355;0,270936423;10,82757044;70,05829035;86,2424908;61,08584857;62,21024759;34,94979705;31,63086807;107,3885311;107,9571611;244,8072756;0,097654088;0,094739199;;;;;;;
1,917;0,65;0,693398419;0,289171135;0,270811149;10,84471624;70,11932737;86,19491194;61,12247078;62,20902213;34,83993042;31,6424499;107,412946;107,9593717;244,3189795;0,130220167;0,09771083;;;;;;;
1,918;0,65;0,693398419;0,289171135;0,270811149;10,85328914;70,16815699;86,14767204;61,17130039;62,20791535;34,71785638;31,65365116;107,3519089;107,961652;243,7574389;0;0,085872633;;;;;;;
1,919;0,65;0,693630869;0,289073459;0,270717194;10,84471624;70,25360881;86,10073177;61,1957152;62,20696518;34,60798975;31,66443476;107,3397015;107,9637339;243,2935575;0,097676161;0,094760592;;;;;;;
1,92;0,65;0,693398419;0,288943209;0,27059192;10,87043493;70,25360881;86,05420507;61,1957152;62,20609455;34,60798975;31,67484028;107,3397015;107,9657709;243,2935575;0,130249594;0,097732888;;;;;;;
1,921;0,65;0,692933519;0,288845511;0,270497964;11,03332;70,33906064;86,00782261;61,1957152;62,20522661;34,53474532;31,68521353;107,3519089;107,9678017;243,0127873;0,097698228;0,091818562;;;;;;;
1,922;0,65;0,692468619;0,28868266;0,270341372;11,08475739;70,41230506;85,96185199;61,1957152;62,20436137;34,38825648;31,69532487;107,2786645;107,9698644;242,3535875;0,162851393;0,094791143;;;;;;;
1,923;0,65;0,692468619;0,28868266;0,270341372;11,06761159;70,47334208;85,91625365;61,1957152;62,20349881;34,22956023;31,70494532;107,2298349;107,971691;241,6211432;0;0,079986471;;;;;;;
1,924;0,65;0,692236169;0,288584936;0,270247416;11,0418929;70,5465865;85,87098814;61,20792261;62,20263892;34,11969359;31,71403812;107,2298349;107,9733588;241,1450545;0,097723441;0,08887815;;;;;;;
1,925;0,65;0,692933519;0,288454624;0,270122142;11,03332;70,5465865;85,82609272;61,20792261;62,20181999;34,11969359;31,72275808;107,2298349;107,9750214;241,1450545;0,130312626;0,094815575;;;;;;;
1,926;0,65;0,693398419;0,288356878;0,270028187;11,0161742;70,65645314;85,78133647;61,22013001;62,2010036;33,99761956;31,73145101;107,2298349;107,9766788;240,6445509;0,097745496;0,091862941;;;;;;;
1,927;0,65;0,694095769;0,288226536;0,269902913;11,03332;70,79073458;85,73706362;61,29337443;62,20022804;33,86333811;31,73973405;107,1565905;107,9783311;240,1074252;0,130342028;0,094836946;;;;;;;
1,928;0,65;0,694095769;0,288226536;0,269902913;11,03332;70,92501602;85,69334926;61,36661885;62,19968465;33,72905667;31,74757016;107,1077609;107,9797485;239,5702994;0;0,082987671;;;;;;;
1,929;0,65;0,694328219;0,288128768;0,269808957;11,03332;71,04709006;85,65019165;61,45207068;62,19937271;33,58256783;31,75496074;107,1565905;107,9810083;238,9599292;0,097767545;0,094849155;;;;;;;
1,93;0,65;0,693863319;0,287998397;0,269683683;11,05903869;71,04709006;85,60755078;61,45207068;62,1993298;33,58256783;31,76186888;107,1565905;107,9824174;238,9599292;0,130371422;0,097824206;;;;;;;
1,931;0,65;0,693398419;0,287933205;0,269621046;11,0247471;71,19357891;85,56504209;61,48869289;62,19928702;33,43607898;31,7687556;107,1443831;107,9838221;238,3739738;0,065192009;0,097836793;;;;;;;
1,932;0,65;0,693165969;0,287802808;0,269495772;11,0418929;71,31565294;85,52312472;61,54972991;62,19935926;33,27738273;31,77516144;107,0711386;107,9851842;237,7025666;0,13039661;0,103776306;;;;;;;
1,933;0,65;0,693165969;0,287802808;0,269495772;11,03332;71,498764;85,48172023;61,57414472;62,19962275;33,13089389;31,78104959;107,0711386;107,9863123;237,1532334;0;0,091922068;;;;;;;
1,934;0,65;0,692468619;0,287705;0,269401816;11,03332;71,66966765;85,44101852;61,56193731;62,19996201;32,95999023;31,78645995;107,0955535;107,9874369;236,4696188;0,097808476;0,100822612;;;;;;;
1,935;0,65;0,692933519;0,287541965;0,269245224;11,05903869;71,66966765;85,40097911;61,56193731;62,20026193;32,95999023;31,79131741;107,0955535;107,9886346;236,4696188;0,163035109;0,103799659;;;;;;;
1,936;0,65;0,693165969;0,287444131;0,269151268;11,0161742;71,86498611;85,36106383;61,54972991;62,20056091;32,80129398;31,79615982;107,0711386;107,9898286;235,871456;0,097833653;0,097880829;;;;;;;
1,937;0,65;0,693863319;0,287313672;0,269025994;11,0418929;72,03588977;85,32188499;61,5253151;62,20082068;32,65480514;31,80048938;107,0101016;107,9909423;235,3099155;0,130459553;0,100858253;;;;;;;
1,938;0,65;0,693863319;0,287313672;0,269025994;11,05903869;72,20679342;85,28336373;61,46427808;62,20100305;32,48390149;31,80434599;107,0589312;107,991861;234,6263009;0;0,088998294;;;;;;;
1,939;0,65;0,693863319;0,287183195;0,26890072;11,0161742;72,40211188;85,24549802;61,37882626;62,20099338;32,32520524;31,80765452;107,022309;107,9929301;234,0281381;0,130476331;0,097902837;;;;;;;
1,94;0,65;0,693863319;0,287052702;0,268775446;11,03332;72,40211188;85,2083624;61,37882626;62,20071568;32,32520524;31,81045496;107,022309;107,993881;234,0281381;0,130493106;0,09791541;;;;;;;
1,941;0,65;0,694095769;0,286922192;0,268650172;11,0161742;72,59743034;85,1713419;61,26895962;62,20043883;32,17871639;31,81324671;106,961272;107,994829;233,4910123;0,130509877;0,09792798;;;;;;;
1,942;0,65;0,693630869;0,286791666;0,268524898;11,0076013;72,81716361;85,13504888;61,08584857;62,1998182;32,06884976;31,81557028;106,961272;107,9955825;233,1614124;0,130526646;0,097940548;;;;;;;
1,943;0,65;0,693630869;0,286791666;0,268524898;11,0247471;73,04910428;85,09955767;60,90273751;62,19862507;31,94677572;31,817542;106,9734794;107,9963337;232,7829829;0;0,086074489;;;;;;;
1,944;0,65;0,693863319;0,28669376;0,268430943;10,9990284;73,29325236;85,06490408;60,68300424;62,19686122;31,80028687;31,81912465;106,9124424;107,9971209;232,2946867;0,097905987;0,094983314;;;;;;;
1,945;0,65;0,693398419;0,286563204;0,268305669;11,03332;73,29325236;85,03112381;60,68300424;62,19441354;31,80028687;31,82024287;106,9124424;107,9977142;232,2946867;0,130555984;0,097962535;;;;;;;
1,946;0,65;0,692933519;0,286465276;0,268211713;11,27336115;73,52519303;84,99744826;60,45106357;62,19197344;31,66600543;31,82135761;106,8514054;107,9983056;231,8552202;0,097927987;0,095004632;;;;;;;
1,947;0,65;0,692236169;0,28633469;0,268086439;11,29050694;73,76934111;84,9646047;60,18250069;62,18881331;31,53172399;31,82204766;106,8514054;107,9987037;231,4279611;0,130585311;0,10095536;;;;;;;
1,948;0,65;0,692236169;0,28633469;0,268086439;11,29907984;74,02569658;84,93262885;59,84069338;62,18482049;31,39744255;31,82231433;106,8269906;107,9991006;231,0129093;0;0,089083968;;;;;;;
1,949;0,65;0,692003719;0,28623674;0,267992484;11,29050694;74,30646687;84,90155631;59,52330088;62,1797678;31,29978332;31,82215894;106,7415387;107,9994196;230,8053835;0,097949979;0,095025942;;;;;;;
1,95;0,65;0,692468619;0,286106126;0,26786721;11,31622564;74,30646687;84,87146087;59,52330088;62,17373512;31,29978332;31,82169766;106,7415387;107,9994696;230,8053835;0,130614629;0,098006487;;;;;;;
1,951;0,65;0,693165969;0,285975494;0,267741935;11,28193405;74,61165197;84,84145873;59,254738;62,16772113;31,15329447;31,82123782;106,7293313;107,9995195;230,3781243;0,130631378;0,095047244;;;;;;;
1,952;0,65;0,693630869;0,285844846;0,267616661;11,29907984;74,94125187;84,81250696;58,98617512;62,16088331;31,08005005;31,82031987;106,7537461;107,9995309;230,3415021;0,130648123;0,095059414;;;;;;;
1,953;0,65;0,693630869;0,285844846;0,267616661;11,30765274;75,24643696;84,78467889;58,75423444;62,1532242;30,9213538;31,81917499;106,7049165;107,9996188;229,853206;0;0,083182312;;;;;;;
1,954;0,65;0,693630869;0,285746849;0,267522706;11,29050694;75,60045167;84,75789446;58,52229377;62,14486124;30,81148717;31,81753584;106,6438795;107,9995533;229,6578875;0,097997079;0,092099121;;;;;;;
1,955;0,65;0,693165969;0,285616172;0,267397432;11,31622564;75,60045167;84,73230361;58,52229377;62,13579661;30,81148717;31,81555711;106,6438795;107,9992966;229,6578875;0,130677418;0,095080704;;;;;;;
1,956;0,65;0,692468619;0,285518153;0,267303476;11,30765274;75,93005158;84,70679208;58,2781457;62,12676007;30,67720573;31,81358452;106,6682943;107,9990406;229,3160802;0,098019047;0,092119742;;;;;;;
1,957;0,65;0,692236169;0,285354767;0,267146884;11,32479854;76,29627369;84,6823936;57,99737541;62,11698566;30,55513169;31,8111968;106,7171239;107,998862;229,0719321;0,163385993;0,095101986;;;;;;;
1,958;0,65;0,692236169;0,285354767;0,267146884;11,32479854;76,6624958;84,65921959;57,71660512;62,10636077;30,44526505;31,80843354;106,6560869;107,9988372;228,8888211;0;0,080248714;;;;;;;
1,959;0,65;0,691771269;0,285289405;0,267084247;11,30765274;77,01651051;84,63726626;57,46024964;62,09488804;30,29877621;31,80533419;106,6682943;107,9986209;228,5103916;0,065361716;0,08916951;;;;;;;
1,96;0,65;0,692003719;0,285158669;0,266958973;11,33337144;77,01651051;84,61649153;57,46024964;62,08264669;30,29877621;31,80178492;106,6682943;107,9984436;228,5103916;0,130735977;0,098097427;;;;;;;
1,961;0,65;0,692236169;0,285060606;0,266865017;11,30765274;77,41935484;84,5957812;57,21610157;62,07044329;30,16449477;31,79824665;106,7293313;107,9982669;228,2418287;0,098062957;0,095135412;;;;;;;
1,962;0,65;0,692236169;0,284929841;0,266739743;11,32479854;77,80999176;84,57639879;56,9963683;62,05751183;30,01800592;31,7942981;106,7171239;107,9982822;227,9000214;0,13076524;0,098119357;;;;;;;
1,963;0,65;0,692236169;0,284929841;0,266739743;11,31622564;78,20062868;84,5583019;56,75222022;62,04393115;29,90813929;31,78990226;106,6682943;107,9982591;227,7413251;0;0,086231608;;;;;;;
1,964;0,65;0,692468619;0,284831756;0,266645788;11,29907984;78,60347301;84,54148653;56,53248695;62,02962668;29,81048006;31,7851754;106,6438795;107,998083;227,6558733;0,0980849;0,098131884;;;;;;;
1,965;0,65;0,692933519;0,284700961;0,266520514;11,31622564;78,60347301;84,52598702;56,53248695;62,01467725;29,81048006;31,78015683;106,6438795;107,9978308;227,6558733;0,130794492;0,101116867;;;;;;;
1,966;0,65;0,692468619;0,284602855;0,266426558;11,29907984;79,00631733;84,51053556;56,33716849;61,99977416;29,71282083;31,77515382;106,6560869;107,9975793;227,5704215;0,098106835;0,098153799;;;;;;;
1,967;0,65;0,692933519;0,284472031;0,266301284;11,29907984;79,39695425;84,49639571;56,15405744;61,98430456;29,60295419;31,76985996;106,5828425;107,997367;227,4117252;0,130823731;0,101139442;;;;;;;
1,968;0,65;0,692933519;0,284472031;0,266301284;11,31622564;79,79979858;84,48352513;56,00756859;61,96830849;29,45646535;31,76423786;106,5462203;107,9969255;227,0821253;0;0,089246376;;;;;;;
1,969;0,65;0,693165969;0,284373902;0,266207329;11,29050694;80,21485031;84,47195817;55,84887234;61,95190248;29,3099765;31,75817366;106,5218055;107,9963705;226,7647328;0,09812876;0,104129065;;;;;;;
1,97;0,65;0,692468619;0,284210333;0,266050736;11,30765274;80,21485031;84,46172909;55,84887234;61,93504949;29,3099765;31,75166872;106,5218055;107,9957407;226,7647328;0,163568809;0,104139019;;;;;;;
1,971;0,65;0,692003719;0,28411218;0,26595678;11,14476767;80,60548723;84,45153171;55,7023835;61,91824875;29,23673208;31,74518394;106,4851833;107,9951128;226,7891476;0,098153807;0,098200729;;;;;;;
1,972;0,65;0,691771269;0,283981293;0,265831506;11,15334057;80,99612415;84,44259138;55,54368725;61,90104056;29,10245064;31,7384895;106,3997314;107,994372;226,5083773;0,130886349;0,101187784;;;;;;;
1,973;0,65;0,691771269;0,283981293;0,265831506;11,17905927;81,41117588;84,43490419;55,42161321;61,88338788;29,07803583;31,73139457;106,387524;107,9933654;226,801355;0;0,089289025;;;;;;;
1,974;0,65;0,692003719;0,28385039;0,265706232;11,17048637;81,7896054;84,42854284;55,33616138;61,86540698;28,9803766;31,72424504;106,3997314;107,9923236;226,6914884;0,130903037;0,104178815;;;;;;;
1,975;0,65;0,692468619;0,28371947;0,265580958;11,17905927;81,7896054;84,42338835;55,33616138;61,84721375;28,9803766;31,71681133;106,3997314;107,9913234;226,6914884;0,130919722;0,101213548;;;;;;;
1,976;0,65;0,693398419;0,28362127;0,265487003;11,17905927;82,18024232;84,41824984;55,27512436;61,82907693;28,87050996;31,70940065;106,3386944;107,9903262;226,5327921;0,098200738;0,10420533;;;;;;;
1,977;0,65;0,693630869;0,283490321;0,265361729;11,17905927;82,59529405;84,41435268;55,29953917;61,81080485;28,76064333;31,7016683;106,2288278;107,9891407;226,3985107;0,13094891;0,104215269;;;;;;;
1,978;0,65;0,693630869;0,283490321;0,265361729;11,19620506;83,01034577;84,41176963;55,32395398;61,79266601;28,68739891;31,69361527;106,2532426;107,9876142;226,4473403;0;0,092310823;;;;;;;
1,979;0,65;0,693630869;0,283326611;0,265205136;11,13619478;83,4253975;84,4104966;55,37278359;61,77465999;28,57753227;31,68535743;106,204413;107,986169;226,3130589;0,163709583;0,104228518;;;;;;;
1,98;0,65;0,693398419;0,283228373;0,265111181;11,15334057;83,4253975;84,41052953;55,37278359;61,75686297;28,57753227;31,67678054;106,204413;107,9845751;226,3130589;0,098238251;0,098285093;;;;;;;
1,981;0,65;0,693165969;0,283130125;0,265017225;11,15334057;83,86486404;84,41056236;55,384991;61,73912112;28,46766564;31,66823024;106,1189611;107,9829862;226,2031922;0,098247625;0,101274685;;;;;;;
1,982;0,65;0,693398419;0,282999114;0,264891951;11,15334057;84,30433058;84,4119737;55,384991;61,72147256;28,35779901;31,65936179;106,1067537;107,9811341;226,0933256;0,131011412;0,101284332;;;;;;;
1,983;0,65;0,693398419;0,282999114;0,264891951;11,17905927;84,7071749;84,41475926;55,37278359;61,70387871;28,21131016;31,65017619;106,1189611;107,9792495;225,7637257;0;0,089374203;;;;;;;
1,984;0,65;0,693165969;0,282835326;0,264735359;11,14476767;85,15884884;84,41879992;55,33616138;61,68630111;28,13806574;31,64055952;106,0945463;107,977409;225,8491775;0,163787689;0,10129719;;;;;;;
1,985;0,65;0,693630869;0,282737041;0,264641403;11,17048637;85,15884884;84,42424495;55,33616138;61,66866311;28,13806574;31,6307429;106,0945463;107,9754976;225,8491775;0,098285103;0,095350632;;;;;;;
1,986;0,65;0,694328219;0,282573212;0,264484811;11,17048637;85,57390057;84,42967309;55,25070956;61,65107979;28,0159917;31,62095671;106,0213019;107,9735922;225,6538591;0,163829314;0,098341253;;;;;;;
1,987;0,65;0,694328219;0,282474902;0,264390855;11,14476767;86,03778191;84,43638643;55,10422071;61,63328292;27,93053987;31,61081791;106,0701315;107,9714628;225,6904813;0,098310071;0,092392893;;;;;;;
1,988;0,65;0,694328219;0,282474902;0,264390855;11,15334057;86,48945585;84,44453416;54,96993927;61,61508169;27,88171026;31,60044247;106,0701315;107,9694933;225,8980071;0;0,083455614;;;;;;;
1,989;0,65;0,694095769;0,282343807;0,264265581;11,14476767;86,9411298;84,45407353;54,81124302;61,59651563;27,79625843;31,58994603;106,0335093;107,9675299;225,9224219;0,131094654;0,095383887;;;;;;;
1,99;0,65;0,694328219;0,282245475;0,264171625;11,15334057;86,9411298;84,46500022;54,81124302;61,5775093;27,79625843;31,57921406;106,0335093;107,9654577;225,9224219;0,098331908;0,092413387;;;;;;;
1,991;0,65;0,69502557;0,282114351;0,264046351;11,17905927;87,36838893;84,47589305;54,62813196;61,55856189;27,72301401;31,56851536;105,9968871;107,9633919;225,983459;0,131123763;0,098388;;;;;;;
1,992;0,65;0,69525802;0,282015998;0,263952396;11,15334057;87,78344066;84,48809241;54,50605792;61,5390988;27,63756218;31,55762005;106,0090945;107,9612176;225,9712516;0,098353734;0,095417117;;;;;;;
1,993;0,65;0,69525802;0,282015998;0,263952396;11,17905927;88,247322;84,50155598;54,33515427;61,5193131;27,52769555;31,54649046;105,9480575;107,9590883;225,8857997;0;0,086475868;;;;;;;
1,994;0,65;0,69525802;0,281884845;0,263827122;11,17048637;88,71120334;84,51643301;54,16425062;61,49905261;27,44224372;31,53505073;105,8503983;107,9567742;225,9224219;0,131152857;0,098409799;;;;;;;
1,995;0,65;0,694328219;0,281786469;0,263733166;11,17905927;88,71120334;84,53271911;54,16425062;61,4783188;27,44224372;31,52337839;105,8503983;107,9541609;225,9224219;0,098375549;0,095438249;;;;;;;
1,996;0,65;0,693863319;0,281655287;0,263607892;11,33337144;89,17508469;84,54895472;53,98113956;61,45764926;27,3812067;31,51174223;105,8381909;107,9515557;226,0811182;0,131181937;0,098431586;;;;;;;
1,997;0,65;0,693630869;0,28155689;0,263513937;11,30765274;89,61455123;84,5665952;53,7736137;61,43646939;27,33237709;31,49995068;105,8381909;107,9489203;226,2764367;0,098397354;0,098444031;;;;;;;
1,998;0,65;0,693630869;0,28155689;0,263513937;11,33337144;90,07843257;84,58555961;53,60271004;61,41470416;27,24692526;31,4880425;105,752739;107,9462931;226,3130589;0;0,089498817;;;;;;;
1,999;0,65;0,694095769;0,281425679;0,263388663;11,31622564;90,56672872;84,60592041;53,4562212;61,39247028;27,18588824;31,47590317;105,7283242;107,9434059;226,4961699;0,131211003;0,101438399;;;;;;;
2;0,65;0,694793119;0,28132726;0,263294707;11,33337144;90,56672872;84,62774989;53,4562212;61,36984578;27,18588824;31,46361;105,7283242;107,9404511;226,4961699;0,098419148;0,0984658;;;;;;;
2,001;0,65;0,69525802;0,281163207;0,263138115;11,33337144;91,00619526;84,64951169;53,41959899;61,34729143;27,14926603;31,45135494;105,8015687;107,9375054;226,7525254;0,16405266;0,101460822;;;;;;;
2,002;0,65;0,69549047;0,281064763;0,263044159;11,31622564;91,44566179;84,67258464;53,44401379;61,32469211;27,07602161;31,43902299;105,7649464;107,9347987;226,8257698;0,098444041;0,095504594;;;;;;;
2,003;0,65;0,69549047;0,281064763;0,263044159;11,33337144;91,89733573;84,69696467;53,51725822;61,30223943;27,0516068;31,4264995;105,691702;107,9319855;227,1553697;0;0,086555136;;;;;;;
2,004;0,65;0,69502557;0,28093349;0,262918885;11,29907984;92,34900967;84,72268602;53,61491745;61,28008613;26,95394757;31,41393824;105,691702;107,9289512;227,1187475;0,131273236;0,101486434;;;;;;;
2,005;0,65;0,694328219;0,280835024;0,26282493;11,30765274;92,34900967;84,74974454;53,61491745;61,25830786;26,95394757;31,40110956;105,691702;107,9259263;227,1187475;0,098465811;0,09851241;;;;;;;
2,006;0,65;0,693863319;0,280703722;0,262699655;11,33337144;92,78847621;84,77671917;53,7858211;61,2365971;26,88070315;31,38832066;105,7405316;107,9229108;227,1919919;0,131302255;0,104496031;;;;;;;
2,007;0,65;0,693630869;0,280572403;0,262574381;11,29050694;93,20352794;84,80498879;53,99334696;61,21548977;26,77083651;31,37534163;105,6794946;107,9200578;227,0577105;0,13131883;0,101521625;;;;;;;
2,008;0,65;0,693630869;0,280572403;0,262574381;11,30765274;93,61857967;84,8344728;54,24970244;61,19509888;26,66096988;31,36205818;105,6550798;107,9170222;226,9234291;0;0,089583549;;;;;;;
2,009;0,65;0,693863319;0,280441068;0,262449107;11,30765274;94,02142399;84,86516741;54,48164312;61,17557539;26,58772546;31,34847127;105,6672872;107,9139194;226,9600513;0,1313354;0,101534414;;;;;;;
2,01;0,65;0,694095769;0,280342555;0,262355152;11,29907984;94,02142399;84,8970306;54,48164312;61,15684002;26,58772546;31,3346967;105,6672872;107,9108646;226,9600513;0,098512421;0,098558966;;;;;;;
2,011;0,65;0,694095769;0,280211191;0,262229878;11,32479854;94,39985351;84,92879501;54,7379986;61,13816273;26,50227363;31,32096484;105,6672872;107,9078192;226,9112217;0,131364386;0,101556785;;;;;;;
2,012;0,65;0,694095769;0,280112657;0,262135922;11,29907984;94,83932005;84,96164809;54,95773186;61,12034753;26,4046144;31,30700748;105,6062502;107,9047832;226,862392;0,098534154;0,098580673;;;;;;;
2,013;0,65;0,694095769;0,280112657;0,262135922;11,31622564;95,18112735;84,99577793;55,18967254;61,10327686;26,31916257;31,29278703;105,5940428;107,9015652;226,7769402;0;0,089623023;;;;;;;
2,014;0,65;0,693863319;0,279948412;0,26197933;11,30765274;95,53514206;85,03087421;55,42161321;61,0869867;26,24591815;31,2783426;105,6062502;107,8983188;226,7647328;0,164244279;0,101579143;;;;;;;
2,015;0,65;0,694328219;0,279849853;0,261885374;11,30765274;95,53514206;85,06697224;55,42161321;61,07147464;26,24591815;31,26371319;105,6062502;107,8951209;226,7647328;0,098558977;0,09561592;;;;;;;
2,016;0,65;0,694328219;0,279685568;0,261728782;11,31622564;95,90136418;85,10295837;55,62913907;61,05601067;26,14825892;31,24912912;105,5452132;107,8919328;226,6426588;0,164285638;0,10160468;;;;;;;
2,017;0,65;0,694793119;0,279586984;0,261634826;11,29050694;96,24317148;85,13998178;55,84887234;61,04124565;26,0750145;31,23428391;105,4719687;107,8885631;226,618244;0,098583784;0,095639947;;;;;;;
2,018;0,65;0,694793119;0,279586984;0,261634826;11,31622564;96,57277139;85,17796266;56,05639821;61,0272157;26,00177007;31,21925495;105,4719687;107,8849741;226,5816218;0;0,086677785;;;;;;;
2,019;0,65;0,694095769;0,279455524;0,261509552;11,32479854;96,87795648;85,21685976;56,21509445;61,01388025;25,92852565;31,20404281;105,4231391;107,8813963;226,5205847;0,13145951;0,098639529;;;;;;;
2,02;0,65;0,693398419;0,279356919;0,261415597;11,31622564;96,87795648;85,25659365;56,21509445;61,00108397;25,92852565;31,18864806;105,4231391;107,8776764;226,5205847;0,098605478;0,092670099;;;;;;;
2,021;0,65;0,692933519;0,279225431;0,261290323;11,37623593;97,18314158;85,29620436;56,3615833;60,98832737;25,85528123;31,17330104;105,2766503;107,8739679;226,4595477;0,131488426;0,095669957;;;;;;;
2,022;0,65;0,692236169;0,279126803;0,261196367;11,36766303;97,47611927;85,33664964;56,47144993;60,97606984;25,78203681;31,15777182;105,2400281;107,8698115;226,3863033;0,098627158;0,092690441;;;;;;;
2,023;0,65;0,692236169;0,279126803;0,261196367;11,39338172;97,79351176;85,37788861;56,61793878;60,96419496;25,69658498;31,14206098;105,2278207;107,865553;226,2764367;0;0,083724336;;;;;;;
2,024;0,65;0,692933519;0,278995286;0,261071093;11,38480882;98,09869686;85,4199954;56,75222022;60,95281643;25,63554796;31,12613078;105,1911985;107,8612695;226,2764367;0,131517324;0,09569095;;;;;;;
2,025;0,65;0,693398419;0,278896637;0,260977137;11,36766303;98,09869686;85,46292903;56,75222022;60,94189441;25,63554796;31,11005849;105,1911985;107,8568844;226,2764367;0,098648826;0,092710772;;;;;;;
2,026;0,65;0,694095769;0,278732202;0,260820545;11,38480882;98,39167455;85,50572956;56,93533128;60,93100626;25,58671834;31,09403602;105,117954;107,8525128;226,3252663;0,164435335;0,095711929;;;;;;;
2,027;0,65;0,694095769;0,278633528;0,260726589;11,35909013;98,69685965;85,54931648;57,09402753;60,92072627;25,55009613;31,07791004;105,117954;107,847925;226,4473403;0,098673573;0,089741168;;;;;;;
2,028;0,65;0,694095769;0,278633528;0,260726589;11,37623593;98,96542253;85,59372565;57,26493118;60,91097598;25,48905911;31,06171917;105,1423688;107,8433515;226,4107181;0;0,080770843;;;;;;;
2,029;0,65;0,693863319;0,278501949;0,260601315;11,36766303;99,2095706;85,63883963;57,42362743;60,90179205;25,41581469;31,04538702;105,117954;107,8388687;226,2886441;0,131579193;0,09573589;;;;;;;
2,03;0,65;0,693398419;0,278436153;0,260538678;11,35909013;99,2095706;85,68457965;57,42362743;60,89313441;25,41581469;31,02887573;105,117954;107,8343232;226,2886441;0,065795778;0,092754294;;;;;;;
2,031;0,65;0,692933519;0,278304549;0,260413404;11,36766303;99,49034089;85,73017788;57,58232368;60,88450361;25,35477767;31,01241563;105,1057466;107,8297919;226,2642293;0,131603918;0,098747699;;;;;;;
