Name;SineWave Scoping;;;;;;;;;;;;;;;;;;;;;;;
File;C:\Users\kimro\Documents\Bachelor\data\SineWave\-Pa_100bar_0.075_13.05.26.csv;;;;;;;;;;;;;;;;;;;;;;;
Starttime of export;1,34232E+17;onsdag 13. mai 2026;15:36:57.051;;;;;;;;;;;;;;;;;;;;;
Endtime of export;1,34232E+17;onsdag 13. mai 2026;15:38:06.172;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
fTimer;fSpoolPosition;fPistonPosition;fPistonPosMeasured;fFlow;fPa;fPaFiltered;fPaLower;fPaLowerFiltered;fPb;fPbFiltered;fPs;fPsFiltered;fKv;fU_FF;fError;fXRef;fXDotRef;fPxGrad;fUpfb;fUpfbGrad;fPx;fU_FF_Nominal;fU;fPID
;;;;;;;;;;;;;;;;;;;;;;;;
0,001;-1;0,04503767;0,044910742;0;69,17935728;69,99852733;0,122074038;0,131445954;0,122074038;0,108740612;101,8463698;103,0761842;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-4,88E-90;5,42E-88;0;0;4,88E-90;-0,009166912
0,002;-1;0,045005872;0,044879424;0;69,17935728;69,99854754;0,122074038;0,131421418;0,122074038;0,108786462;101,8463698;103,0761401;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-4,39E-90;4,88E-88;0;0;4,39E-90;-0,009166912
0,003;-1;0,045005872;0,044879424;0;69,19156468;69,99856769;0,122074038;0,131396958;0,122074038;0,10883217;101,9196142;103,0760961;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-3,95E-90;4,39E-88;0;0;3,95E-90;-0,009166912
0,004;-1;0,045005872;0,044879424;0;69,20377209;69,99862606;0,122074038;0,131372573;0,109866634;0,108877737;101,9074068;103,0762821;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-3,55E-90;3,95E-88;0;0;3,55E-90;-0,009166912
0,005;-1;0,045005872;0,044879424;0;69,20377209;69,99872256;0,122074038;0,131348265;0,109866634;0,108884868;101,9074068;103,0764291;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-3,20E-90;3,55E-88;0;0;3,20E-90;-0,009166912
0,006;-1;0,045005872;0,044879424;0;69,20377209;69,99881875;0,122074038;0,131324031;0,109866634;0,108891976;101,8463698;103,0765757;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-2,88E-90;3,20E-88;0;0;2,88E-90;-0,009166912
0,007;-1;0,045005872;0,044879424;0;69,20377209;69,99891465;0,122074038;0,131299873;0,109866634;0,108899063;101,882992;103,0765304;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-2,59E-90;2,88E-88;0;0;2,59E-90;-0,009166912
0,008;-1;0,045005872;0,044879424;0;69,19156468;69,99901024;0,122074038;0,13127579;0,09765923;0,108906127;101,9196142;103,0766001;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-2,33E-90;2,59E-88;0;0;2,33E-90;-0,009166912
0,009;-1;0,045005872;0,044879424;0;69,19156468;69,99906725;0,122074038;0,131251781;0,09765923;0,108874875;101,882992;103,0767845;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-2,10E-90;2,33E-88;0;0;2,10E-90;-0,009166912
0,01;-1;0,045005872;0,044879424;0;69,19156468;69,99912408;0,122074038;0,131227847;0,09765923;0,10884372;101,882992;103,0768534;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,89E-90;2,10E-88;0;0;1,89E-90;-0,009166912
0,011;-1;0,045005872;0,044879424;0;69,20377209;69,99918073;0,122074038;0,131203987;0,09765923;0,108812662;101,8341624;103,0769221;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,70E-90;1,89E-88;0;0;1,70E-90;-0,009166912
0,012;-1;0,045005872;0,044879424;0;69,21597949;69,99927551;0,122074038;0,131180201;0,073244423;0,108781699;101,882992;103,0768374;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,53E-90;1,70E-88;0;0;1,53E-90;-0,009166912
0,013;-1;0,044942278;0,044816787;0;69,2281869;69,99940828;0,122074038;0,131156488;0,09765923;0,108674244;101,8585772;103,0769062;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,38E-90;1,53E-88;0;0;1,38E-90;-0,009166912
0,014;-1;0,044942278;0,044816787;0;69,21597949;69,99957894;0,134281442;0,131132849;0,09765923;0,108643711;101,821955;103,0768981;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,24E-90;1,38E-88;0;0;1,24E-90;-0,009166912
0,015;-1;0,044910483;0,044785468;0;69,21597949;69,99971077;0,134281442;0,131147579;0,09765923;0,108613272;101,821955;103,0767752;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,12E-90;1,24E-88;0;0;1,12E-90;-0,009166912
0,016;-1;0,044910483;0,044785468;0;69,20377209;69,99984219;0,134281442;0,131162262;0,073244423;0,108582928;101,8341624;103,0766527;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,00E-90;1,12E-88;0;0;1,00E-90;-0,009166912
0,017;-1;0,044942278;0,044816787;0;69,20377209;69,99993492;0,122074038;0,1311769;0,09765923;0,108476089;101,882992;103,0765688;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-9,03E-91;1,00E-88;0;0;9,03E-91;-0,009166912
0,018;-0,904180366;0,044942278;0,044816787;0;69,19156468;70,00002735;0,122074038;0,131153198;0,09765923;0,10844617;101,8341624;103,0766384;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-8,13E-91;9,03E-89;0;0;8,13E-91;-0,009166912
0,019;-0,782057304;0,044910483;0,044785468;0;69,19156468;70,0000812;0,122074038;0,131129569;0,09765923;0,108416344;101,821955;103,0765546;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-7,32E-91;8,13E-89;0;0;7,32E-91;-0,009166912
0,02;-0,659229685;0,044942278;0,044816787;0;69,19156468;70,00013489;0,122074038;0,131106014;0,09765923;0,10838661;101,821955;103,0764327;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-6,59E-91;7,32E-89;0;0;6,59E-91;-0,009166912
0,021;-0,659229685;0,044942278;0,044816787;0;69,19156468;70,00018841;0,122074038;0,131082531;0,09765923;0,108356969;101,8951994;103,0763113;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-5,93E-91;6,59E-89;0;0;5,93E-91;-0,009166912
0,022;-0,536636919;0,044942278;0,044816787;0;69,19156468;70,00024177;0,122074038;0,131059122;0,09765923;0,108327419;101,9074068;103,0764199;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-5,34E-91;5,93E-89;0;0;5,34E-91;-0,009166912
0,023;-0,413574448;0,044942278;0,044816787;0;69,19156468;70,00029495;0,122074038;0,131035785;0,09765923;0,108297961;101,8463698;103,0765666;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-4,80E-91;5,34E-89;0;0;4,80E-91;-0,009166912
0,024;-0,290511977;0,044942278;0,044816787;0;69,17935728;70,00034798;0,122074038;0,13101252;0,09765923;0,108268594;101,8585772;103,0765213;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-4,32E-91;4,80E-89;0;0;4,32E-91;-0,009166912
0,025;-0,166979803;0,044942278;0,044816787;0;69,17935728;70,00036254;0,122074038;0,130989327;0,09765923;0,108239319;101,8585772;103,0765144;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-3,89E-91;4,32E-89;0;0;3,89E-91;-0,009166912
0,026;-0,166979803;0,044942278;0,044816787;0;69,19156468;70,00037706;0,109866634;0,130966207;0,09765923;0,108210134;101,9318216;103,0765076;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-3,50E-91;3,89E-89;0;0;3,50E-91;-0,009166912
0,027;-0,043917332;0,044942278;0,044816787;0;69,19156468;70,00042983;0,109866634;0,130904863;0,109866634;0,108181039;101,8951994;103,0767305;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-3,15E-91;3,50E-89;0;0;3,15E-91;-0,009166912
0,028;0;0,044942278;0,044816787;0;69,17935728;70,00048244;0,122074038;0,13084371;0,109866634;0,10819033;101,8463698;103,0768379;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-2,84E-91;3,15E-89;0;0;2,84E-91;-0,009166912
0,029;0;0,044942278;0,044816787;0;69,17935728;70,00049659;0,109866634;0,13082104;0,09765923;0,108199591;101,9196142;103,0767918;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-2,55E-91;2,84E-89;0;0;2,55E-91;-0,009166912
0,03;0;0,045005872;0,044879424;0;69,17935728;70,00051069;0,109866634;0,130760147;0,09765923;0,10817053;101,9196142;103,0769755;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-2,30E-91;2,55E-89;0;0;2,30E-91;-0,009166912
0,031;0;0,045005872;0,044879424;0;69,17935728;70,00052475;0,109866634;0,130699442;0,109866634;0,108141558;101,9684439;103,0771587;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-2,07E-91;2,30E-89;0;0;2,07E-91;-0,009166912
0,032;0;0,045005872;0,044879424;0;69,17935728;70,00053877;0,109866634;0,130638925;0,109866634;0,108150971;101,9440291;103,0774946;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,86E-91;2,07E-89;0;0;1,86E-91;-0,009166912
0,033;0;0,045005872;0,044879424;0;69,17935728;70,00055274;0,109866634;0,130578596;0,109866634;0,108160355;101,9806513;103,0777528;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,67E-91;1,86E-89;0;0;1,67E-91;-0,009166912
0,034;0,0037192;0,045005872;0,044879424;0;69,17935728;70,00056667;0,109866634;0,130518454;0,109866634;0,108169709;102,0172735;103,078125;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,51E-91;1,67E-89;0;0;1,51E-91;-0,009166912
0,035;0,00395165;0,045005872;0,044879424;0;69,17935728;70,00058056;0,109866634;0,130458499;0,109866634;0,108179035;102,0172735;103,078611;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,36E-91;1,51E-89;0;0;1,36E-91;-0,009166912
0,036;0,00395165;0,045005872;0,044879424;0;69,20377209;70,0005944;0,109866634;0,130398729;0,109866634;0,108188331;101,9928587;103,0790955;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,22E-91;1,36E-89;0;0;1,22E-91;-0,009166912
0,037;0,00395165;0,044942278;0,044816787;0;69,19156468;70,00068479;0,109866634;0,130339145;0,109866634;0,108197599;101,9684439;103,0795019;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,10E-91;1,22E-89;0;0;1,10E-91;-0,009166912
0,038;0,0037192;0,044942278;0,044816787;0;69,20377209;70,00073661;0,109866634;0,130279745;0,122074038;0,108206838;102,0050661;103,0798305;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-9,89E-92;1,10E-89;0;0;9,89E-92;-0,009166912
0,039;0,00441655;0,044942278;0,044816787;0;69,17935728;70,00082656;0,109866634;0,130220529;0,109866634;0,108254343;102,0172735;103,0802729;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-8,90E-92;9,89E-90;0;0;8,90E-92;-0,009166912
0,04;0,00488145;0,044942278;0,044816787;0;69,17935728;70,00083964;0,109866634;0,130161497;0,109866634;0,108263406;102,0172735;103,0807522;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-8,01E-92;8,90E-90;0;0;8,01E-92;-0,009166912
0,041;0,00488145;0,044942278;0,044816787;0;69,16714988;70,00085268;0,109866634;0,130102648;0,109866634;0,108272441;101,9440291;103,0812301;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-7,21E-92;8,01E-90;0;0;7,21E-92;-0,009166912
0,042;0,005578801;0,044942278;0,044816787;0;69,16714988;70,00082739;0,109866634;0,130043982;0,109866634;0,108281448;101,9318216;103,0814767;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-6,49E-92;7,21E-90;0;0;6,49E-92;-0,009166912
0,043;0,005113901;0,044942278;0,044816787;0;69,16714988;70,00080217;0,109866634;0,129985497;0,109866634;0,108290428;101,9806513;103,0816842;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-5,84E-92;6,49E-90;0;0;5,84E-92;-0,009166912
0,044;0,004649;0,044942278;0,044816787;0;69,16714988;70,00077703;0,109866634;0,129927194;0,09765923;0,108299379;101,9806513;103,0820443;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-5,25E-92;5,84E-90;0;0;5,25E-92;-0,009166912
0,045;0,0041841;0,044942278;0,044816787;0;69,16714988;70,00075197;0,109866634;0,129869071;0,09765923;0,108270008;101,9806513;103,0824033;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-4,73E-92;5,25E-90;0;0;4,73E-92;-0,009166912
0,046;0,0041841;0,044942278;0,044816787;0;69,17935728;70,00072699;0,109866634;0,129811128;0,109866634;0,108240728;101,9196142;103,0827611;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-4,26E-92;4,73E-90;0;0;4,26E-92;-0,009166912
0,047;0,0041841;0,044942278;0,044816787;0;69,19156468;70,00074038;0,109866634;0,129753366;0,09765923;0,108249833;101,9440291;103,0829264;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-3,83E-92;4,26E-90;0;0;3,83E-92;-0,009166912
0,048;0,00441655;0,044942278;0,044816787;0;69,19156468;70,00079203;0,109866634;0,129695782;0,09765923;0,108220616;102,0050661;103,0831678;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-3,45E-92;3,83E-90;0;0;3,45E-92;-0,009166912
0,049;0,004649;0,044942278;0,044816787;0;69,17935728;70,00084351;0,109866634;0,129638376;0,09765923;0,108191489;101,9196142;103,0835998;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-3,10E-92;3,45E-90;0;0;3,10E-92;-0,009166912
0,05;0,005113901;0,044942278;0,044816787;0;69,17935728;70,00085654;0,109866634;0,129581149;0,09765923;0,108162452;101,9196142;103,0837625;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-2,79E-92;3,10E-90;0;0;2,79E-92;-0,009166912
0,051;0,005113901;0,044942278;0,044816787;0;69,19156468;70,00086953;0,109866634;0,129524099;0,09765923;0,108133506;101,8951994;103,0839247;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-2,51E-92;2,79E-90;0;0;2,51E-92;-0,009166912
0,052;0,005811251;0,044942278;0,044816787;0;69,17935728;70,00092077;0,122074038;0,129467226;0,09765923;0,108104649;101,9196142;103,0840097;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-2,26E-92;2,51E-90;0;0;2,26E-92;-0,009166912
0,053;0,006508601;0,044942278;0,044816787;0;69,16714988;70,00093356;0,109866634;0,129448824;0,09765923;0,108075881;101,9074068;103,0841711;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-2,04E-92;2,26E-90;0;0;2,04E-92;-0,009166912
0,054;0,007670851;0,044942278;0,044816787;0;69,16714988;70,00090801;0,109866634;0,129392184;0,073244423;0,108047203;101,8341624;103,0842937;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,83E-92;2,04E-90;0;0;1,83E-92;-0,009166912
0,055;0,007205951;0,044942278;0,044816787;0;69,16714988;70,00088255;0,109866634;0,12933572;0,073244423;0,107942025;101,8341624;103,0841862;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,65E-92;1,83E-90;0;0;1,65E-92;-0,009166912
0,056;0,007205951;0,044942278;0,044816787;0;69,15494247;70,00085716;0,122074038;0,129279431;0,073244423;0,107837172;101,8463698;103,084079;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,48E-92;1,65E-90;0;0;1,48E-92;-0,009166912
0,057;0,006741051;0,044942278;0,044816787;0;69,13052767;70,00079356;0,122074038;0,129261611;0,073244423;0,107732645;101,882992;103,0840104;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,34E-92;1,48E-90;0;0;1,34E-92;-0,009166912
0,058;0,006276151;0,045005872;0,044879424;0;69,15494247;70,00065356;0,122074038;0,129243846;0,073244423;0,107628441;101,8463698;103,0840569;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,20E-92;1,34E-90;0;0;1,20E-92;-0,009166912
0,059;0,006043701;0,045005872;0,044879424;0;69,16714988;70,00059059;0,122074038;0,129226137;0,073244423;0,107524561;101,821955;103,0839884;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,08E-92;1,20E-90;0;0;1,08E-92;-0,009166912
0,06;0,005578801;0,045005872;0,044879424;0;69,16714988;70,00056611;0,122074038;0,129208482;0,073244423;0,107421002;101,821955;103,0838435;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-9,74E-93;1,08E-90;0;0;9,74E-93;-0,009166912
0,061;0,005578801;0,045005872;0,044879424;0;69,17935728;70,00054171;0,122074038;0,129190882;0,073244423;0,107317765;101,8585772;103,0836991;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-8,76E-93;9,74E-91;0;0;8,76E-93;-0,009166912
0,062;0,005113901;0,045005872;0,044879424;0;69,17935728;70,00055567;0,122074038;0,129173336;0,09765923;0,107214848;101,882992;103,08367;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-7,89E-93;8,76E-91;0;0;7,89E-93;-0,009166912
0,063;0,005578801;0,044942278;0,044816787;0;69,17935728;70,00056959;0,122074038;0,129155845;0,073244423;0,107188839;101,8463698;103,0837175;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-7,10E-93;7,89E-91;0;0;7,10E-93;-0,009166912
0,064;0,005811251;0,045005872;0,044879424;0;69,17935728;70,00058347;0,134281442;0,129138408;0,073244423;0,107086321;101,821955;103,0836501;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-6,39E-93;7,10E-91;0;0;6,39E-93;-0,009166912
0,065;0,006043701;0,045005872;0,044879424;0;69,17935728;70,0005973;0,134281442;0,12915932;0,073244423;0,106984121;101,821955;103,0835062;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-5,75E-93;6,39E-91;0;0;5,75E-93;-0,009166912
0,066;0,006043701;0,045005872;0,044879424;0;69,16714988;70,0006111;0,134281442;0,129180167;0,073244423;0,106882238;101,8463698;103,0833628;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-5,17E-93;5,75E-91;0;0;5,17E-93;-0,009166912
0,067;0,006508601;0,045005872;0,044879424;0;69,15494247;70,00058655;0,134281442;0,12920095;0,073244423;0,106780671;101,8463698;103,0832965;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-4,66E-93;5,17E-91;0;0;4,66E-93;-0,009166912
0,068;0,005578801;0,044942278;0,044816787;0;69,15494247;70,00052379;0,146488845;0,129221667;0,073244423;0,106679419;101,7975402;103,0832303;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-4,19E-93;4,66E-91;0;0;4,19E-93;-0,009166912
0,069;0,004649;0,044942278;0,044816787;0;69,16714988;70,00046122;0,146488845;0,129280616;0,073244423;0,10657848;101,8341624;103,0830112;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-3,77E-93;4,19E-91;0;0;3,77E-93;-0,009166912
0,07;0,0041841;0,044942278;0,044816787;0;69,16714988;70,00043714;0,146488845;0,129339381;0,073244423;0,106477855;101,8341624;103,0829076;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-3,39E-93;3,77E-91;0;0;3,39E-93;-0,009166912
0,071;0,0041841;0,044942278;0,044816787;0;69,15494247;70,00041313;0,134281442;0,129397965;0,073244423;0,106377541;101,882992;103,0828044;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-3,06E-93;3,39E-91;0;0;3,06E-93;-0,009166912
0,072;0,00441655;0,044942278;0,044816787;0;69,16714988;70,00035091;0,134281442;0,129418072;0,073244423;0,106277538;101,821955;103,0828546;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-2,75E-93;3,06E-91;0;0;2,75E-93;-0,009166912
0,073;0,00441655;0,044942278;0,044816787;0;69,15494247;70,00032717;0,134281442;0,129438117;0,073244423;0,106177846;101,8341624;103,0827132;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-2,47E-93;2,75E-91;0;0;2,47E-93;-0,009166912
0,074;0,004649;0,044942278;0,044816787;0;69,15494247;70,00026521;0,134281442;0,1294581;0,073244423;0,106078462;101,9074068;103,0826106;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-2,23E-93;2,47E-91;0;0;2,23E-93;-0,009166912
0,075;0,006276151;0,044942278;0,044816787;0;69,15494247;70,00020344;0,134281442;0,12947802;0,073244423;0,105979387;101,9074068;103,082738;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-2,00E-93;2,23E-91;0;0;2,00E-93;-0,009166912
0,076;0,006276151;0,044942278;0,044816787;0;69,16714988;70,00014186;0,134281442;0,129497879;0,073244423;0,105880618;101,882992;103,0828651;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,80E-93;2,00E-91;0;0;1,80E-93;-0,009166912
0,077;0,007205951;0,044942278;0,044816787;0;69,17935728;70,00011877;0,134281442;0,129517677;0,073244423;0,105782156;101,8463698;103,0829152;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,62E-93;1,80E-91;0;0;1,62E-93;-0,009166912
0,078;0,008135751;0,044942278;0,044816787;0;69,11832026;70,00013405;0,146488845;0,129537413;0,073244423;0,105683999;101,882992;103,0828502;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,46E-93;1,62E-91;0;0;1,46E-93;-0,009166912
0,079;0,008833101;0,044942278;0,044816787;0;69,13052767;69,9999578;0,146488845;0,129595382;0,073244423;0,105586147;101,8951994;103,0829003;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,32E-93;1,46E-91;0;0;1,32E-93;-0,009166912
0,08;0,009298001;0,044942278;0,044816787;0;69,13052767;69,9998204;0,146488845;0,129653172;0,073244423;0,105488597;101,8951994;103,0829885;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,18E-93;1,32E-91;0;0;1,18E-93;-0,009166912
0,081;0,009298001;0,044942278;0,044816787;0;69,13052767;69,99968342;0,146488845;0,129710783;0,073244423;0,10539135;101,8463698;103,0830765;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-1,07E-93;1,18E-91;0;0;1,07E-93;-0,009166912
0,082;0,008368201;0,044942278;0,044816787;0;69,11832026;69,99954687;0,134281442;0,129768215;0,061037019;0,105294405;101,8341624;103,083011;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-9,59E-94;1,07E-91;0;0;9,59E-94;-0,009166912
0,083;0,007903301;0,044942278;0,044816787;0;69,10611286;69,99937244;0,134281442;0,129787174;0,073244423;0,105159465;101,8951994;103,0829075;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-8,63E-94;9,59E-92;0;0;8,63E-94;-0,009166912
0,084;0,007438401;0,044942278;0,044816787;0;69,11832026;69,99916026;0,122074038;0,129806075;0,073244423;0,105063239;101,9074068;103,0829957;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-7,77E-94;8,63E-92;0;0;7,77E-94;-0,009166912
0,085;0,007205951;0,044942278;0,044816787;0;69,11832026;69,99898704;0,122074038;0,129786623;0,073244423;0,104967311;101,9074068;103,0831219;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-6,99E-94;7,77E-92;0;0;6,99E-94;-0,009166912
0,086;0,007205951;0,044942278;0,044816787;0;69,11832026;69,99881435;0,122074038;0,12976723;0,073244423;0,10487168;101,882992;103,0832478;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-6,29E-94;6,99E-92;0;0;6,29E-94;-0,009166912
0,087;0,006276151;0,044942278;0,044816787;0;69,13052767;69,9986422;0,122074038;0,129747898;0,073244423;0,104776345;101,9074068;103,0832967;0,533551924;0,375995267;0,000654779;0,309234311;-0,033214371;0;-5,66E-94;6,29E-92;0;0;5,66E-94;-0,009166912
