Name;SineWave Scoping;;;;;;;;;;;;;;;;;;;;;;
File;C:\Users\kimro\Documents\Bachelor\data\SineWave\Ramp_04.05.26.csv;;;;;;;;;;;;;;;;;;;;;;
Starttime of export;1,34223E+17;mandag 4. mai 2026;08:02:17.201;;;;;;;;;;;;;;;;;;;;
Endtime of export;1,34223E+17;mandag 4. mai 2026;08:03:05.623;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
fTimer;fU;fSpoolPosition;fPistonPosition;fPistonPosMeasured;fFlow;fPa;fPaFiltered;fPaLower;fPaLowerFiltered;fPb;fPbFiltered;fPs;fPsFiltered;fKv;fU_FF;fError;fXRef;fXDotRef;fPID;fPxGrad;fUpfb;fUpfbGrad;fPx
0,088;0;0,005113901;0,034535483;0,034512997;-0,343811395;67,93420209;68,7642645;0,134281442;0,12389511;0,09765923;0,11078397;95,66942351;96,86804011;0;0;0;0;0;0;0;0;0;0
0,089;0;0,005578801;0,034535483;0,034512997;-0,383104126;67,92199469;68,76420487;0,134281442;0,123932277;0,09765923;0,110746897;95,70604572;96,86786417;0;0;0;0;0;0;0;0;0;0
0,09;0;0,005811251;0,034535483;0,034512997;-0,343811395;67,92199469;68,76410713;0,134281442;0,123969327;0,09765923;0,110709939;95,70604572;96,86780365;0;0;0;0;0;0;0;0;0;0
0,091;0;0,006043701;0,034504007;0,034481679;-0,392927308;67,92199469;68,76400969;0,134281442;0,124006263;0,09765923;0,110673095;95,74266793;96,86774333;0;0;0;0;0;0;0;0;0;0
0,092;0;0,006043701;0,034504007;0,034481679;-0,353634578;67,92199469;68,76391256;0,134281442;0,124043085;0,09765923;0,110636365;95,69383831;96,86779807;0;0;0;0;0;0;0;0;0;0
0,093;0;0,005578801;0,034504007;0,034481679;-0,383104126;67,9464095;68,76381573;0,134281442;0,124079792;0,109866634;0,11059975;95,69383831;96,86769947;0;0;0;0;0;0;0;0;0;0
0,094;0;0,00441655;0,034535483;0,034512997;-0,353634578;67,9464095;68,76379579;0,134281442;0,124116386;0,109866634;0,110601542;95,79149754;96,86760117;0;0;0;0;0;0;0;0;0;0
0,095;0;0,0037192;0,034535483;0,034512997;-0,373280943;67,9464095;68,76377591;0,134281442;0,124152866;0,109866634;0,110603329;95,79149754;96,86780953;0;0;0;0;0;0;0;0;0;0
0,096;0;0,0037192;0,034535483;0,034512997;-0,373280943;67,93420209;68,76375609;0,134281442;0,124189233;0,109866634;0,11060511;95,79149754;96,86801725;0;0;0;0;0;0;0;0;0;0
0,097;0;0,0037192;0,034535483;0,034512997;-0,343811395;67,9464095;68,76369804;0,134281442;0,124225487;0,122074038;0,110606886;95,76708274;96,86822433;0;0;0;0;0;0;0;0;0;0
0,098;0;0,00395165;0,034535483;0,034512997;-0,36345776;67,9586169;68,76367846;0,134281442;0,124261629;0,122074038;0,110646951;95,80370495;96,86835417;0;0;0;0;0;0;0;0;0;0
0,099;0;0,0041841;0,034535483;0,034512997;-0,353634578;67,9464095;68,76369724;0,146488845;0,124297659;0,109866634;0,110686892;95,85253456;96,86859849;0;0;0;0;0;0;0;0;0;0
0,1;0;0,004649;0,034504007;0,034481679;-0,353634578;67,9464095;68,76367766;0,146488845;0,124371871;0,109866634;0,110688414;95,85253456;96,86899524;0;0;0;0;0;0;0;0;0;0
0,101;0;0,005811251;0,034504007;0,034481679;-0,343811395;67,9464095;68,76365815;0,134281442;0,124445854;0,122074038;0,110689931;95,80370495;96,86939076;0;0;0;0;0;0;0;0;0;0
0,102;0;0,005811251;0,034504007;0,034481679;-0,442043222;67,99523911;68,7636387;0,134281442;0,124481313;0,109866634;0,110729739;95,80370495;96,86963187;0;0;0;0;0;0;0;0;0;0
0,103;0;0,006508601;0,034504007;0,034481679;-0,412573674;67,9708243;68,76377248;0,122074038;0,124516662;0,109866634;0,110731128;95,84032716;96,86987223;0;0;0;0;0;0;0;0;0;0
0,104;0;0,007438401;0,034504007;0,034481679;-0,412573674;67,9586169;68,76382926;0,122074038;0,124513606;0,109866634;0,110732514;95,84032716;96,87022673;0;0;0;0;0;0;0;0;0;0
0,105;0;0,007670851;0,034504007;0,034481679;-0,402750491;67,9586169;68,76384757;0,122074038;0,12451056;0,109866634;0,110733894;95,84032716;96,87058014;0;0;0;0;0;0;0;0;0;0
0,106;0;0,007205951;0,034504007;0,034481679;-0,432220039;67,99523911;68,76386583;0,122074038;0,124507524;0,109866634;0,110735271;95,76708274;96,87093244;0;0;0;0;0;0;0;0;0;0
0,107;0;0,007205951;0,034504007;0,034481679;-0,402750491;68,00744652;68,76399891;0,134281442;0,124504497;0,109866634;0,110736643;95,75487533;96,87105389;0;0;0;0;0;0;0;0;0;0
0,108;0;0,006741051;0,034504007;0,034481679;-0,402750491;67,99523911;68,76416987;0,134281442;0,124539774;0,109866634;0,110738011;95,80370495;96,87113667;0;0;0;0;0;0;0;0;0;0
0,109;0;0,006276151;0,034504007;0,034481679;-0,402750491;67,9586169;68,76430201;0,134281442;0,124574941;0,109866634;0,110739375;95,79149754;96,87137237;0;0;0;0;0;0;0;0;0;0
0,11;0;0,006043701;0,034504007;0,034481679;-0,392927308;67,9586169;68,76431885;0,134281442;0,12461;0,109866634;0,110740735;95,79149754;96,87156904;0;0;0;0;0;0;0;0;0;0
0,111;0;0,005578801;0,034504007;0,034481679;-0,432220039;67,9586169;68,76433565;0,122074038;0,12464495;0,09765923;0,11074209;95,79149754;96,8717651;0;0;0;0;0;0;0;0;0;0
0,112;0;0,005578801;0,034504007;0,034481679;-0,432220039;67,9708243;68,76435239;0,122074038;0,124641497;0,09765923;0,110705146;95,84032716;96,87196056;0;0;0;0;0;0;0;0;0;0
0,113;0;0,006043701;0,034472532;0,03445036;-0,442043222;67,9586169;68,76440737;0,122074038;0,124638054;0,09765923;0,110668318;95,87694937;96,87230859;0;0;0;0;0;0;0;0;0;0
0,114;0;0,006741051;0,034472532;0,03445036;-0,432220039;67,9586169;68,76442389;0,122074038;0,124634623;0,09765923;0,110631603;95,80370495;96,87277042;0;0;0;0;0;0;0;0;0;0
0,115;0;0,007205951;0,034472532;0,03445036;-0,442043222;67,9586169;68,76444036;0,122074038;0,124631202;0,09765923;0,110595002;95,80370495;96,87300106;0;0;0;0;0;0;0;0;0;0
0,116;0;0,007438401;0,034504007;0,034481679;-0,412573674;67,99523911;68,76445677;0,122074038;0,124627791;0,09765923;0,110558514;95,79149754;96,87323098;0;0;0;0;0;0;0;0;0;0
0,117;0;0,007438401;0,034504007;0,034481679;-0,451866405;67,9586169;68,76458802;0,122074038;0,124624391;0,073244423;0,11052214;95,82811975;96,87342189;0;0;0;0;0;0;0;0;0;0
0,118;0;0,006508601;0,034504007;0,034481679;-0,432220039;67,9586169;68,76460398;0,109866634;0,124621002;0,073244423;0,110409289;95,80370495;96,87372709;0;0;0;0;0;0;0;0;0;0
0,119;0;0,005811251;0,034472532;0,03445036;-0,461689587;67,93420209;68,76461989;0,109866634;0,124579328;0,073244423;0,110296788;95,77929014;96,87395476;0;0;0;0;0;0;0;0;0;0
0,12;0;0,00488145;0,034504007;0,034481679;-0,412573674;67,93420209;68,76455916;0,109866634;0,124537784;0,073244423;0,110184636;95,77929014;96,87410513;0;0;0;0;0;0;0;0;0;0
0,121;0;0,00488145;0,034504007;0,034481679;-0,432220039;67,93420209;68,76449862;0,109866634;0,124496369;0,073244423;0,110072831;95,80370495;96,87425504;0;0;0;0;0;0;0;0;0;0
