Name;YT Scope Project;;;;;;;;;;;;;;;;;;;;;;;
File;C:\Users\kimro\Documents\Bachelor\data\spool_mapping\UpDown120Bar060326\Down120Bar75Signal060326.csv;;;;;;;;;;;;;;;;;;;;;;;
Starttime of export;1,34173E+17;fredag 6. mars 2026;08:43:37.774;;;;;;;;;;;;;;;;;;;;;
Endtime of export;1,34173E+17;fredag 6. mars 2026;08:43:45.623;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
fTimer;fU;fSpoolPosition;fPistonPosition;fPistonPosMeasured;fFlow;fPa;fPaFiltered;fPaLower;fPaLowerFiltered;fPb;fPbFiltered;fPs;fPsFiltered;;;;;;;;;;;
0,72;0,75;0,805439331;0,374772146;0,356811776;17,2400983;99,40488907;79,46873553;59,75524155;53,87820841;27,02719199;35,39822876;112,0151372;118,0743597;;;;;;;;;;;
0,721;0,75;0,805206881;0,37459262;0,356623865;17,19723381;100,0030519;79,53421559;60,2191229;53,89863816;26,90511795;35,37327855;112,0639668;118,0597206;;;;;;;;;;;
0,722;0,75;0,80474198;0,374413066;0,356435954;17,2743899;100,6256294;79,60136909;60,63417463;53,92045977;26,78304392;35,34802274;112,1127964;118,0452802;;;;;;;;;;;
0,723;0,75;0,80474198;0,374413066;0,356435954;17,31725439;101,2115848;79,67026745;61,09805597;53,94351575;26,62434767;35,32246228;112,100589;118,0310376;;;;;;;;;;;
0,724;0,75;0,80427708;0,374263415;0,356279361;17,2743899;101,2115848;79,74079036;61,09805597;53,96795545;26,62434767;35,29648323;112,100589;118,016801;;;;;;;;;;;
0,725;0,75;0,80381218;0,374083808;0,35609145;17,30868149;101,7975402;79,81109465;61,54972991;53,99231939;26,47785882;35,27058471;112,1494186;118,0026084;;;;;;;;;;;
0,726;0,75;0,80450953;0,37387423;0,35587222;17,28296279;102,3712882;79,88301914;61,98919645;54,01802471;26,35578478;35,24430694;112,2592853;117,9886131;;;;;;;;;;;
0,727;0,75;0,80450953;0,37369456;0,355684309;17,30868149;102,9206214;79,95652051;62,40424818;54,04502894;26,23371075;35,21772768;112,2714927;117,9750058;;;;;;;;;;;
0,728;0,75;0,80450953;0,37369456;0,355684309;17,2743899;103,4333323;80,03151729;62,81929991;54,07325147;26,11163671;35,19084788;112,2470779;117,9614789;;;;;;;;;;;
0,729;0,75;0,80474198;0,373484909;0,35546508;17,30868149;103,4333323;80,10788995;62,81929991;54,10268854;26,11163671;35,16366845;112,2470779;117,9479174;;;;;;;;;;;
0,73;0,75;0,80427708;0,373305177;0,355277169;17,2743899;103,9460433;80,18402585;63,20993683;54,13203435;26,00177007;35,13657328;112,3325297;117,934398;;;;;;;;;;;
0,731;0,75;0,80381218;0,373155378;0,355120576;17,30868149;104,4709616;80,26153411;63,56395154;54,16251461;25,91631825;35,10921746;112,3691519;117,9211885;;;;;;;;;;;
0,732;0,75;0,80450953;0,372975592;0,354932665;17,265817;104,9104282;80,34044876;63,91796625;54,19401093;25,81865902;35,08167838;112,3569445;117,9081348;;;;;;;;;;;
0,733;0,75;0,80450953;0,372975592;0,354932665;17,2743899;105,3376873;80,42049738;64,22315134;54,22652016;25,7698294;35,05391831;112,3569445;117,8950833;;;;;;;;;;;
0,734;0,75;0,80381218;0,372795777;0,354744754;17,2572441;105,3376873;80,50163817;64,22315134;54,25988597;25,7698294;35,02609111;112,3569445;117,8820723;;;;;;;;;;;
0,735;0,75;0,80427708;0,372615934;0,354556843;17,265817;105,8137761;80,58252741;64,54054384;54,29314835;25,68437757;34,99835019;112,4301889;117,8691016;;;;;;;;;;;
0,736;0,75;0,80357973;0,372406079;0,354337614;17,2743899;106,2410352;80,66465939;64,83352153;54,32730328;25,59892575;34,97042719;112,4423963;117,8564009;;;;;;;;;;;
0,737;0,75;0,80288238;0,372226172;0,354149702;17,2743899;106,6682943;80,74787708;65,07766961;54,3622714;25,53788873;34,9423227;112,3813593;117,8437779;;;;;;;;;;;
0,738;0,75;0,80288238;0,372226172;0,354149702;17,28296279;107,0711386;80,8321771;65,26078066;54,397897;25,4524369;34,91411386;112,4179815;117,8310025;;;;;;;;;;;
0,739;0,75;0,80241748;0,372016244;0,353930473;17,2743899;107,0711386;80,91747951;65,26078066;54,43398659;25,4524369;34,8857244;112,4179815;117,8183816;;;;;;;;;;;
0,74;0,75;0,80264993;0,371866272;0,35377388;17,30868149;107,473983;81,00251749;65,44389172;54,4699643;25,36698508;34,85742295;112,4546037;117,8057998;;;;;;;;;;;
0,741;0,75;0,80288238;0,371686277;0,353585969;17,2572441;107,8768273;81,08855557;65,62700278;54,5064049;25,34257027;34,82894117;112,4057741;117,7933719;;;;;;;;;;;
0,742;0,75;0,80357973;0,371476247;0,35336674;17,29153569;108,2674642;81,17559065;65,85894345;54,54330695;25,33036287;34,80047109;112,3691519;117,7808294;;;;;;;;;;;
0,743;0,75;0,80357973;0,371476247;0,35336674;17,2743899;108,7069308;81,26358136;66,07867672;54,58082221;25,31815546;34,77205098;112,4546037;117,7682108;;;;;;;;;;;
0,744;0,75;0,80381218;0,37129619;0,353178829;17,29153569;108,7069308;81,3526779;66,07867672;54,61891047;25,31815546;34,74368068;112,4546037;117,7558995;;;;;;;;;;;
0,745;0,75;0,80357973;0,371116103;0,352990918;17,2743899;109,1097751;81,44149824;66,32282479;54,65688066;25,26932585;34,71539832;112,4912259;117,7436263;;;;;;;;;;;
0,746;0,75;0,80311483;0,370935987;0,352803007;17,30868149;109,4759972;81,53130696;66,59138768;54,69549903;25,23270363;34,68705046;112,4301889;117,731506;;;;;;;;;;;
0,747;0,75;0,80288238;0,370755842;0,352615096;17,47156655;109,8544267;81,62198611;66,84774316;54,73484016;25,17166662;34,6586756;112,4912259;117,7192318;;;;;;;;;;;
0,748;0,75;0,80288238;0,370755842;0,352615096;17,50585815;110,196234;81,71357129;67,12851344;54,77486353;25,1350444;34,63019722;112,6133;117,7071872;;;;;;;;;;;
0,749;0,75;0,80264993;0,370575667;0,352427184;17,50585815;110,196234;81,8059448;67,12851344;54,8156436;25,1350444;34,60169224;112,6133;117,6955628;;;;;;;;;;;
0,75;0,75;0,80288238;0,370395463;0,352239273;17,51443105;110,5258339;81,89803196;67,38486892;54,85629725;25,08621479;34,57327563;112,6499222;117,6839745;;;;;;;;;;;
0,751;0,75;0,80311483;0,37021523;0,352051362;17,51443105;110,831019;81,9908676;67,65343181;54,89762906;25,04959258;34,54479393;112,674337;117,672537;;;;;;;;;;;
0,752;0,75;0,80311483;0,370034967;0,351863451;17,52300394;111,1484115;82,08437282;67,90978729;54,93967523;25,03738517;34,51628564;112,796411;117,6612115;;;;;;;;;;;
0,753;0,75;0,80311483;0,370034967;0,351863451;17,51443105;111,4413892;82,17858383;68,17835017;54,98239524;25,00076296;34,48782743;112,857448;117,6503041;;;;;;;;;;;
0,754;0,75;0,80427708;0,369884726;0,351706859;17,50585815;111,4413892;82,27342186;68,17835017;55,0258253;25,00076296;34,45934256;112,857448;117,639622;;;;;;;;;;;
0,755;0,75;0,80427708;0,369704409;0,351518948;17,53157684;111,7099521;82,36796589;68,38587603;55,06912072;25,03738517;34,43094599;112,8696554;117,628973;;;;;;;;;;;
0,756;0,75;0,80450953;0,369524063;0,351331037;17,49728525;111,9663076;82,46305931;68,63002411;55,11293294;25,07400739;34,40275234;112,9184851;117,6183953;;;;;;;;;;;
0,757;0,75;0,80497443;0,369343687;0,351143126;17,51443105;112,1982482;82,55866214;68,84975738;55,15737523;25,08621479;34,37476097;113,0405591;117,6080035;;;;;;;;;;;
0,758;0,75;0,80497443;0,369343687;0,351143126;17,48013945;112,4423963;82,65469619;69,09390545;55,20236906;25,122837;34,34689466;113,0649739;117,598027;;;;;;;;;;;
0,759;0,75;0,80474198;0,369163282;0,350955215;17,51443105;112,4423963;82,75119843;69,09390545;55,2479893;25,122837;34,31922963;113,0649739;117,5881579;;;;;;;;;;;
0,76;0,75;0,80497443;0,369012921;0,350798622;17,49728525;112,6499222;82,84740151;69,28922391;55,29346811;25,15945921;34,29165036;113,0771813;117,5783194;;;;;;;;;;;
0,761;0,75;0,80450953;0,368862541;0,350642029;17,48013945;112,8330332;82,94395737;69,49674978;55,33941866;25,18387402;34,26427147;113,1748405;117,5685498;;;;;;;;;;;
0,762;0,75;0,80381218;0,368682056;0,350454118;17,48013945;113,0283517;83,04078833;69,66765343;55,38587776;25,19608142;34,23705404;113,2724998;117,5591167;;;;;;;;;;;
0,763;0,75;0,80381218;0,368682056;0,350454118;17,53157684;113,1992553;83,13793182;69,83855708;55,43272897;25,22049623;34,20995928;113,2602924;117,5500193;;;;;;;;;;;
0,764;0,75;0,80357973;0,368501543;0,350266207;17,49728525;113,1992553;83,2353103;69,83855708;55,47997106;25,22049623;34,1830251;113,2602924;117,5409118;;;;;;;;;;;
0,765;0,75;0,80427708;0,368320999;0,350078296;17,50585815;113,3457442;83,3323869;69,99725333;55,52706671;25,26932585;34,15617442;113,2969146;117,5318325;;;;;;;;;;;
0,766;0,75;0,80474198;0,368140426;0,349890385;17,51443105;113,5166478;83,4296221;70,18036439;55,57451418;25,31815546;34,12956015;113,3945738;117,5228962;;;;;;;;;;;
0,767;0,75;0,805206881;0,367959824;0,349702474;17,48013945;113,6387219;83,527092;70,41230506;55,62238899;25,36698508;34,10318157;113,4434034;117,514294;;;;;;;;;;;
0,768;0,75;0,805206881;0,367959824;0,349702474;17,49728525;113,7974181;83,62464268;70,69307535;55,67084299;25,46464431;34,07703794;113,4434034;117,5058717;;;;;;;;;;;
0,769;0,75;0,805439331;0,367779191;0,349514563;17,51443105;113,7974181;83,72238879;70,69307535;55,72002755;25,46464431;34,05128171;113,4434034;117,4974754;;;;;;;;;;;
0,77;0,75;0,80497443;0,367568416;0,349295334;17,48013945;113,9316996;83,81983189;71,01046785;55,76905964;25,56230354;34,02560533;113,5654775;117,4891052;;;;;;;;;;;
0,771;0,75;0,80474198;0,367387719;0,349107422;17,48013945;114,0415662;83,91739415;71,32786035;55,8189354;25,62334056;34,0003149;113,6753441;117,4811439;;;;;;;;;;;
0,772;0,75;0,80427708;0,367206992;0,348919511;17,57444133;114,1392254;84,01499862;71,69408246;55,8696522;25,69658498;33,97529434;113,7119663;117,4735519;;;;;;;;;;;
0,773;0,75;0,80427708;0,367206992;0,348919511;17,54014974;114,1880551;84,11260687;72,09692679;55,92136061;25,74541459;33,95058112;113,8462477;117,4660983;;;;;;;;;;;
0,774;0,75;0,80357973;0,366996106;0,348700282;17,55729554;114,1880551;84,21006572;72,09692679;55,97417245;25,74541459;33,92609768;113,8462477;117,4590891;;;;;;;;;;;
0,775;0,75;0,80357973;0,366845449;0,348543689;17,53157684;114,2246773;84,30722245;72,4753563;56,02682058;25,81865902;33,90169014;114,004944;117,4521016;;;;;;;;;;;
0,776;0,75;0,80381218;0,366664632;0,348355778;17,55729554;114,2124699;84,40419287;72,87820063;56,08049263;25,86748863;33,87758804;114,1148106;117,4456336;;;;;;;;;;;
0,777;0,75;0,80381218;0,366483786;0,348167867;17,54014974;114,2002625;84,50082439;73,34208197;56,13526201;25,91631825;33,85371382;114,1392254;117,4395303;;;;;;;;;;;
0,778;0,75;0,80381218;0,366483786;0,348167867;17,55729554;114,1636402;84,59711806;73,83037812;56,19131681;25,98956267;33,8300668;114,2490921;117,4335225;;;;;;;;;;;
0,779;0,75;0,80450953;0,366272761;0,347948638;17,53157684;114,1636402;84,69299833;73,83037812;56,24872963;25,98956267;33,80672285;114,2490921;117,427878;;;;;;;;;;;
0,78;0,75;0,80381218;0,36609185;0,347760727;17,54872264;114,0781884;84,78858138;74,33088168;56,30596446;26,05059969;33,78345127;114,3833735;117,422251;;;;;;;;;;;
0,781;0,75;0,80427708;0,365880749;0,347541497;17,54872264;113,9805292;84,88360005;74,80697043;56,36459195;26,0872219;33,7604433;114,4199957;117,4170626;;;;;;;;;;;
0,782;0,75;0,80450953;0,365699773;0,347353586;17,54872264;113,8706626;84,97801781;75,28305918;56,42453118;26,17267373;33,73762154;114,4566179;117,4120052;;;;;;;;;;;
0,783;0,75;0,80450953;0,365699773;0,347353586;17,56586843;113,7363811;85,07179822;75,77135533;56,48577809;26,24591815;33,71513859;114,5664846;117,4070784;;;;;;;;;;;
0,784;0,75;0,80381218;0,365548936;0,347196993;17,54014974;113,7363811;85,16486668;75,77135533;56,54836692;26,24591815;33,69295511;114,5664846;117,4025116;;;;;;;;;;;
0,785;0,75;0,80427708;0,365367905;0,347009082;17,55729554;113,5654775;85,25764662;76,23523667;56,61076172;26,31916257;33,67084039;114,639729;117,3979588;;;;;;;;;;;
0,786;0,75;0,80334728;0,365186843;0,346821171;17,54872264;113,4067812;85,34960282;76,6624958;56,6744183;26,4046144;33,649024;114,639729;117,39365;;;;;;;;;;;
0,787;0,75;0,80264993;0,365005752;0,34663326;17,56586843;113,2236702;85,44077612;77,05313272;56,73921785;26,47785882;33,6275433;114,6885586;117,3893545;;;;;;;;;;;
0,788;0,75;0,80264993;0,365005752;0,34663326;17,55729554;113,0283517;85,53109237;77,40714743;56,80504195;26,53889584;33,60635896;114,8106326;117,3852255;;;;;;;;;;;
0,789;0,75;0,80241748;0,36482463;0,346445349;17,59158713;113,0283517;85,62051592;77,40714743;56,87177254;26,53889584;33,58543177;114,8106326;117,3814923;;;;;;;;;;;
0,79;0,75;0,80288238;0,364673672;0,346288757;17,57444133;112,8208258;85,70966226;77,77336955;56,93829627;26,61214026;33,56456944;114,8106326;117,3777706;;;;;;;;;;;
0,791;0,75;0,80311483;0,364492495;0,346100846;17,60016003;112,5766778;85,79788124;78,16400647;57,00576261;26,69759209;33,54400156;114,8472549;117,3740605;;;;;;;;;;;
0,792;0,75;0,80381218;0,364281083;0,345881616;17,56586843;112,3447371;85,88506084;78,5668508;57,07424524;26,80745872;33,5237655;114,9571215;117,3704767;;;;;;;;;;;
0,793;0,75;0,80381218;0,364281083;0,345881616;17,60873293;112,100589;85,9712426;78,95748772;57,14377929;26,90511795;33,50393683;115,0425733;117,3672487;;;;;;;;;;;
0,794;0,75;0,80381218;0,36409984;0,345693705;17,57444133;112,100589;86,05639129;78,95748772;57,21432321;26,90511795;33,48447598;115,0425733;117,3642988;;;;;;;;;;;
0,795;0,75;0,80357973;0,363918567;0,345505794;17,59158713;111,8564409;86,14127603;79,36033204;57,28464845;26,97836238;33,46507546;115,0791955;117,361358;;;;;;;;;;;
0,796;0,75;0,80311483;0,363737264;0,345317883;17,56586843;111,6000855;86,22513173;79,70213935;57,3560194;27,0516068;33,44596485;115,1646474;117,3585413;;;;;;;;;;;
0,797;0,75;0,80264993;0,363586154;0,34516129;17,50585815;111,3193152;86,30792328;79,99511704;57,42824135;27,17368084;33,42714325;115,3233436;117,3560013;;;;;;;;;;;
0,798;0,75;0,80264993;0,363586154;0,34516129;17,53157684;111,0385449;86,38957741;80,25147252;57,50115848;27,27134007;33,40876294;115,4087954;117,353967;;;;;;;;;;;
0,799;0,75;0,80241748;0,363404795;0,344973379;17,49728525;111,0385449;86,47009764;80,25147252;57,57465376;27,27134007;33,39074597;115,4087954;117,3522071;;;;;;;;;;;
0,8;0,75;0,80264993;0,36325364;0,344816787;17,49728525;110,7577746;86,55036825;80,49562059;57,6479212;27,3812067;33,37278485;115,4942473;117,3504527;;;;;;;;;;;
0,801;0,75;0,80288238;0,363072225;0,344628876;17,49728525;110,4892117;86,62950925;80,72756127;57,72172741;27,50328074;33,35522406;115,6529435;117,3489717;;;;;;;;;;;
0,802;0,75;0,80311483;0,362921022;0,344472283;17,49728525;110,1840266;86,70756243;80,95950194;57,79603242;27,63756218;33,33810066;115,7994324;117,3479932;;;;;;;;;;;
0,803;0,75;0,80311483;0,362921022;0,344472283;17,46299366;109,8544267;86,78441628;81,1548204;57,87083467;27,78405103;33,32145158;115,8726768;117,3474772;;;;;;;;;;;
0,804;0,75;0,80311483;0,362739552;0,344284372;17,52300394;109,8544267;86,85999792;81,1548204;57,94601776;27,78405103;33,30531365;115,8726768;117,3471926;;;;;;;;;;;
0,805;0,75;0,80288238;0,36255805;0,344096461;17,49728525;109,500412;86,93534527;81,35013886;58,02096777;27,91833247;33,28922574;115,9459212;117,3469089;;;;;;;;;;;
0,806;0,75;0,80311483;0,362376518;0,34390855;17,50585815;109,1830195;87,00934849;81,56987213;58,09629816;28,07702872;33,27360895;116,1168249;117,3468559;;;;;;;;;;;
0,807;0,75;0,80357973;0,362194956;0,343720639;17,49728525;108,80459;87,08212664;81,75298318;58,17208432;28,26013977;33,2585384;116,2388989;117,3473391;;;;;;;;;;;
0,808;0,75;0,80357973;0,362194956;0,343720639;17,51443105;108,4139531;87,15349205;81,94830164;58,24820997;28,41883602;33,24408899;116,2633137;117,3482038;;;;;;;;;;;
0,809;0,75;0,80357973;0,362043631;0,343564046;17,50585815;108,4139531;87,22341079;81,94830164;58,32471234;28,41883602;33,23018221;116,2633137;117,3491423;;;;;;;;;;;
0,81;0,75;0,80357973;0,361862012;0,343376135;17,49728525;108,0355235;87,29311279;82,1192053;58,40097756;28,55311747;33,21631853;116,3731803;117,350078;;;;;;;;;;;
0,811;0,75;0,80288238;0,361680363;0,343188224;17,48013945;107,6326792;87,36141158;82,25348674;58,47754247;28,71181372;33,20291907;116,4708396;117,3513554;;;;;;;;;;;
0,812;0,75;0,80241748;0,361528965;0,343031632;17,50585815;107,2054201;87,42823491;82,38776818;58,55429128;28,87050996;33,19005898;116,5074618;117,3529353;;;;;;;;;;;
0,813;0,75;0,80241748;0,361528965;0,343031632;17,51443105;106,778161;87,49351079;82,48542741;58,6312234;29,01699881;33,17773659;116,5196692;117,3546251;;;;;;;;;;;
0,814;0,75;0,80195258;0,361377546;0,342875039;17,47156655;106,778161;87,557244;82,48542741;58,7082234;29,01699881;33,16591193;116,5196692;117,3563479;;;;;;;;;;;
0,815;0,75;0,80264993;0,361195815;0,342687128;17,49728525;106,3753166;87,62077963;82,58308664;58,78498469;29,20010987;33,15412393;116,6173284;117,3580655;;;;;;;;;;;
0,816;0,75;0,80288238;0,361044349;0,342530536;17,48013945;105,9114353;87,68285458;82,7539903;58,86181438;29,39542833;33,14294689;116,6783654;117,360084;;;;;;;;;;;
0,817;0,75;0,80311483;0,360862561;0,342342624;17,51443105;105,4597613;87,74328191;82,90047914;58,93894202;29,56633198;33,13241721;116,6905728;117,3622878;;;;;;;;;;;
0,818;0,75;0,80311483;0,360862561;0,342342624;17,47156655;105,0325022;87,802105;83,07138279;59,01629011;29,72502823;33,1224563;116,7760247;117,364523;;;;;;;;;;;
0,819;0,75;0,80288238;0,360711048;0,342186032;17,50585815;105,0325022;87,85940544;83,07138279;59,09393454;29,72502823;33,1130241;116,7760247;117,3670194;;;;;;;;;;;
0,82;0,75;0,80241748;0,360529204;0,341998121;17,48013945;104,5808283;87,91652824;83,24228645;59,17133827;29,89593188;33,10362114;116,9103061;117,369508;;;;;;;;;;;
0,821;0,75;0,80195258;0,360347329;0,34181021;17,51443105;104,0925321;87,97205706;83,36436048;59,24903817;30,03021332;33,09478345;116,9713431;117,3724102;;;;;;;;;;;
0,822;0,75;0,80172013;0,360165423;0,341622299;17,42012916;103,6286508;88,02588196;83,48643452;59,32688015;30,16449477;33,0863944;117,0690023;117,3754948;;;;;;;;;;;
0,823;0,75;0,80172013;0,360165423;0,341622299;17,42870206;103,1647694;88,0780848;83,54747154;59,40486377;30,29877621;33,0784526;117,2154912;117,3788762;;;;;;;;;;;
0,824;0,75;0,80195258;0,359983486;0,341434388;17,38583757;103,1647694;88,12867062;83,54747154;59,48279711;30,29877621;33,07095666;117,2154912;117,3827067;;;;;;;;;;;
0,825;0,75;0,80241748;0,359862178;0,341309114;17,44584786;102,7253029;88,17909962;83,59630116;59,56048886;30,46967986;33,06348396;117,3497726;117,3865253;;;;;;;;;;;
0,826;0,75;0,80264993;0,35968019;0,341121203;17,42870206;102,2125919;88,22799369;83,63292337;59,63809294;30,62837611;33,05657054;117,4108097;117,3907533;;;;;;;;;;;
0,827;0,75;0,80264993;0,359528509;0,34096461;17,44584786;101,760918;88,27512781;83,63292337;59,71557133;30,76265755;33,05017639;117,4962615;117,3951597;;;;;;;;;;;
0,828;0,75;0,80264993;0,359528509;0,34096461;17,43727496;101,2726218;88,32069891;83,62071596;59,79280954;30,94576861;33,0442233;117,6305429;117,3998205;;;;;;;;;;;
0,829;0,75;0,80288238;0,359346464;0,340776699;17,43727496;101,2726218;88,36459696;83,62071596;59,86977001;30,94576861;33,03886308;117,6305429;117,404888;;;;;;;;;;;
0,83;0,75;0,80264993;0,359194735;0,340620106;17,46299366;100,7599109;88,40835892;83,58409375;59,94649191;31,16550188;33,03351948;117,6915799;117,4099399;;;;;;;;;;;
0,831;0,75;0,80288238;0,359012633;0,340432195;17,43727496;100,2716147;88,45037685;83,51084933;60,02286109;31,37302774;33,02888175;117,752617;117,4151676;;;;;;;;;;;
0,832;0,75;0,80264993;0,3588305;0,340244284;17,45442076;99,75890378;88,49073274;83,4131901;60,09876376;31,5683462;33,02490941;117,8502762;117,4205705;;;;;;;;;;;
0,833;0,75;0,80264993;0,3588305;0,340244284;17,45442076;99,23398541;88,52935515;83,31553087;60,17412477;31,81249428;33,02156209;117,9723502;117,4262631;;;;;;;;;;;
0,834;0,75;0,80288238;0,358648335;0,340056373;17,46299366;99,23398541;88,56621116;83,31553087;60,2489458;31,81249428;33,01899104;117,9723502;117,4323209;;;;;;;;;;;
0,835;0,75;0,80241748;0,35846614;0,339868462;17,45442076;98,68465224;88,60295292;83,19345683;60,32353489;32,00781274;33,01642796;117,996765;117,43836;;;;;;;;;;;
0,836;0,75;0,80172013;0,358314286;0,33971187;17,46299366;98,14752647;88,63785752;83,07138279;60,3975098;32,25196081;33,01448555;118,0822169;117,4444569;;;;;;;;;;;
0,837;0,75;0,80125523;0,358132033;0,339523959;17,42012916;97,5981933;88,67096895;82,94930876;60,47087245;32,47169408;33,01331504;118,2164983;117,450803;;;;;;;;;;;
0,838;0,75;0,80125523;0,358132033;0,339523959;17,44584786;97,08548235;88,70225448;82,79061251;60,54362473;32,71584216;33,01283747;118,2897427;117,4575507;;;;;;;;;;;
0,839;0,75;0,80148768;0,357949749;0,339336048;17,42870206;97,08548235;88,73183465;82,79061251;60,61565364;32,71584216;33,01312727;118,2897427;117,4645072;;;;;;;;;;;
0,84;0,75;0,80195258;0,357767433;0,339148137;17,43727496;96,52394177;88,76132312;82,63191626;60,68745927;32,94778283;33,01341617;118,3263649;117,4714421;;;;;;;;;;;
0,841;0,75;0,80241748;0,357585086;0,338960225;17,42012916;95,986816;88,78895862;82,53425703;60,75854447;33,20413831;33,01443178;118,4240242;117,4784705;;;;;;;;;;;
0,842;0,75;0,80288238;0,357433107;0,338803633;17,43727496;95,43748283;88,81482349;82,48542741;60,82910294;33,46049379;33,01624842;118,5216834;117,4857834;;;;;;;;;;;
0,843;0,75;0,80288238;0,357433107;0,338803633;17,42870206;94,92477187;88,83888492;82,42439039;60,89928951;33,68022706;33,01886362;118,570513;117,49338;;;;;;;;;;;
0,844;0,75;0,80241748;0,357250702;0,338615722;17,42012916;94,92477187;88,86126339;82,42439039;60,96906702;33,68022706;33,02216001;118,570513;117,5011062;;;;;;;;;;;
0,845;0,75;0,80195258;0,357068267;0,338427811;17,42870206;94,38764611;88,88357248;82,33893857;61,03862823;33,91216773;33,02544619;118,6437574;117,5088085;;;;;;;;;;;
0,846;0,75;0,80172013;0,356885799;0,3382399;17,41155627;93,85052034;88,90412745;82,22907193;61,10770573;34,131901;33,02944978;118,7658315;117,5167166;;;;;;;;;;;
0,847;0,75;0,80148768;0,356703301;0,338051989;17,15436932;93,35001679;88,92293374;82,1192053;61,17622444;34,35163427;33,03413026;118,8512833;117,5249832;;;;;;;;;;;
0,848;0,75;0,80148768;0,356703301;0,338051989;17,14579642;92,82509842;88,94011165;81,94830164;61,24418609;34,57136753;33,03948553;118,8879055;117,5334923;;;;;;;;;;;
0,849;0,75;0,80102278;0,356551195;0,337895396;17,16294222;92,82509842;88,95558964;81,94830164;61,31140094;34,57136753;33,0455135;118,8879055;117,5420898;;;;;;;;;;;
0,85;0,75;0,80148768;0,356368638;0,337707485;17,14579642;92,30018006;88,97101964;81,7896054;61,37840742;34,7911008;33,05152279;119,022187;117,5506607;;;;;;;;;;;
0,851;0,75;0,80172013;0,356216484;0,337550893;17,17151512;91,7874691;88,98475515;81,60649434;61,44470835;35,01083407;33,05820275;119,1320536;117,5596262;;;;;;;;;;;
0,852;0,75;0,80264993;0,356033869;0,337362982;17,13722352;91,29917295;88,9968397;81,39896847;61,51022932;35,24277474;33,06555131;119,1808832;117,5689086;;;;;;;;;;;
0,853;0,75;0,80264993;0,356033869;0,337362982;17,15436932;90,8108768;89,007355;81,1670278;61,57489618;35,48692282;33,07360469;119,205298;117,5783154;;;;;;;;;;;
0,854;0,75;0,80288238;0,355881667;0,337206389;17,13722352;90,8108768;89,01630592;81,1670278;61,63863497;35,48692282;33,08239899;119,205298;117,5877697;;;;;;;;;;;
0,855;0,75;0,80288238;0,355698994;0,337018478;17,16294222;90,32258065;89,02522909;80,89846492;61,70217616;35,7432783;33,09116603;119,3273721;117,5971946;;;;;;;;;;;
0,856;0,75;0,80357973;0,35551629;0,336830567;17,13722352;89,80986969;89,03259282;80,60548723;61,7646779;35,99963378;33,10071008;119,4250313;117,6069733;;;;;;;;;;;
0,857;0,75;0,80381218;0,355333555;0,336642656;17,14579642;89,32157353;89,03832534;80,27588733;61,82606681;36,26819666;33,11102873;119,4128239;117,617028;;;;;;;;;;;
0,858;0,75;0,80381218;0,355333555;0,336642656;17,15436932;88,79665517;89,04250831;79,97070223;61,88623146;36,52455214;33,12215787;119,4616535;117,6270132;;;;;;;;;;;
0,859;0,75;0,80381218;0,355150788;0,336454745;17,14579642;88,79665517;89,04503164;79,97070223;61,94525224;36,52455214;33,1340567;119,4616535;117,6371207;;;;;;;;;;;
0,86;0,75;0,80334728;0,355028925;0,336329471;17,15436932;88,32056642;89,04754715;79,65330973;62,00409005;36,76870022;33,14591865;119,5348979;117,6471968;;;;;;;;;;;
0,861;0,75;0,80264993;0,354846105;0,33614156;17,14579642;87,83227027;89,04856137;79,31150243;62,0617498;37,0372631;33,15850971;119,5104831;117,6574715;;;;;;;;;;;
0,862;0,75;0,80195258;0,35469373;0,335984967;17,15436932;87,36838893;89,04804066;78,93307291;62,11815856;37,29361858;33,17190423;119,4860683;117,6676377;;;;;;;;;;;
0,863;0,75;0,80195258;0,35469373;0,335984967;17,14579642;86,85567797;89,04606637;78,5790582;62,17320532;37,54997406;33,18606141;119,5471053;117,6776958;;;;;;;;;;;
0,864;0,75;0,80241748;0,354571815;0,335859693;17,17151512;86,85567797;89,04248983;78,5790582;62,22697089;37,54997406;33,20097888;119,5471053;117,6879142;;;;;;;;;;;
0,865;0,75;0,80288238;0,354388915;0,335671782;17,13722352;86,37958922;89,03892437;78,22504349;62,28056979;37,78191473;33,21585012;119,5959349;117,698101;;;;;;;;;;;
0,866;0,75;0,80311483;0,354205983;0,335483871;17,17151512;85,91570788;89,03387648;77,9442732;62,33289198;38,06268502;33,23140285;119,5837275;117,7084093;;;;;;;;;;;
0,867;0,75;0,80357973;0,354053515;0,335327278;17,15436932;85,43961913;89,02738903;77,67571032;62,3841712;38,3312479;33,24778814;119,6203497;117,7186474;;;;;;;;;;;
0,868;0,75;0,80357973;0,354053515;0,335327278;17,17151512;85,00015259;89,01942821;77,41935484;62,43444897;38,53877377;33,26496512;119,6813868;117,7289686;;;;;;;;;;;
0,869;0,75;0,80311483;0,353901026;0,335170686;17,14579642;85,00015259;89,01011346;77,41935484;62,4837667;38,53877377;33,28273987;119,6813868;117,7394493;;;;;;;;;;;
