Name;YT Scope Project;
File;C:\Users\kimro\Documents\Bachelor\data\spool_mapping\UpDown100Bar040326\Down100Bar45Signal040326.csv;
Starttime of export;134171076706790000;onsdag 4. mars 2026;15:21:10.679
Endtime of export;134171076812999999;onsdag 4. mars 2026;15:21:21.299


fTimer;fU;fSpoolPosition;fPistonPosition;fPistonPosMeasured;fFlow;fPa;fPaFiltered;fPaLower;fPaLowerFiltered;fPb;fPbFiltered;fPs;fPsFiltered

72,72;0;-1;0,4508158208641202;0,43939868462261195;0;59,877315591906495;60,657113526913029;0,12207403790398877;0,13059245338429179;0,097659230323191015;0,11321981422381054;100,22278511917477;101,3945470848715
72,721;0;-1;0,4508158208641202;0,43939868462261195;0;59,877315591906495;60,656911613991412;0,12207403790398877;0,1305705630357053;0,073244422742393261;0,11317518980524058;100,23499252296517;101,39462286582726
72,722;0;-1;0,4508158208641202;0,43939868462261195;0;59,877315591906495;60,656710326999864;0,12207403790398877;0,13054874054719942;0,097659230323191015;0,11305411447098722;100,29602954191718;101,39473670648773
72,723;0;-1;0,4508158208641202;0,43939868462261195;0;59,877315591906495;60,65650966399798;0,12207403790398877;0,1305269857084079;0,097659230323191015;0,113010003721651;100,29602954191718;101,39504166737062
72,724;0;-1;0,4508158208641202;0,43939868462261195;0;59,865108188116089;60,656309623051406;0,12207403790398877;0,13050529830961663;0,097659230323191015;0,11296602971563771;100,22278511917477;101,39534568287476
72,725;0;-1;0,4508158208641202;0,43939868462261195;0;59,877315591906495;60,656071907606069;0,12207403790398877;0,13048367814176162;0,10986663411358989;0,11292219202904308;100,21057771538437;101,3954189881767
72,726;0;-1;0,4508158208641202;0,43939868462261195;0;59,877315591906495;60,655873223704305;0,12207403790398877;0,13046212499642695;0,10986663411358989;0,11291678486496738;100,24719992675557;101,39545377160653
72,727;0;-1;0,4508158208641202;0,43939868462261195;0;59,877315591906495;60,655675155722633;0,12207403790398877;0,13044063866584285;0,10986663411358989;0,11291139446310031;100,28382213812678;101,39560333108477
72,728;0;-1;0,4508158208641202;0,43939868462261195;0;59,877315591906495;60,6554777017517;0,12207403790398877;0,13041921894288355;0,10986663411358989;0,11290602077147903;100,28382213812678;101,39586731080573
72,729;0;-1;0,4508158208641202;0,43939868462261195;0;59,889522995696893;60,655280859888087;0,12207403790398877;0,1303978656210654;0,10986663411358989;0,11290066373830175;100,19837031159398;101,39613047218954
72,73;0;-1;0,45078831111170919;0,439367366113373;0;59,926145207068089;60,655122922859945;0,12207403790398877;0,1303765784945449;0,10986663411358989;0,11289532331192735;100,19837031159398;101,39612475539323
72,731;0;-1;0,45078831111170919;0,439367366113373;0;59,950560014648886;60,655080359313651;0,12207403790398877;0,13035535735811662;0,10986663411358989;0,11288999944087469;100,22278511917477;101,39611905631897
72,732;0;-1;0,45078831111170919;0,439367366113373;0;59,950560014648886;60,655114516965725;0,13428144169438766;0,13033420200721127;0,10986663411358989;0,1128846920738223;100,19837031159398;101,39618996416324
72,733;0;-1;0,45078831111170919;0,439367366113373;0;59,950560014648886;60,655148568729082;0,13428144169438766;0,13035140686358421;0,10986663411358989;0,11287940115960778;100,19837031159398;101,3961840629418
72,734;0;-1;0,45078831111170919;0,439367366113373;0;59,950560014648886;60,65518251493198;0,13428144169438766;0,13036855838490241;0,10986663411358989;0,1128741266472273;100,14954069643238;101,39617818001416
72,735;0;-1;0,45078831111170919;0,439367366113373;0;59,974974822229683;60,655216355901644;0,13428144169438766;0,13038565673650451;0,12207403790398877;0,11286886848583522;100,21057771538437;101,39601913682083
72,736;0;-1;0,45078831111170919;0,439367366113373;0;59,974974822229683;60,655326681215691;0,12207403790398877;0,13040270208321664;0,12207403790398877;0,11290192125043394;100,21057771538437;101,39605205978984
72,737;0;-1;0,45078831111170919;0,439367366113373;0;59,962767418439284;60,655436664521268;0,12207403790398877;0,13038139996366349;0,12207403790398877;0,11293487155146241;100,16174810022278;101,39608488069766
72,738;0;-1;0,45078831111170919;0,439367366113373;0;59,962767418439284;60,655508012252888;0,12207403790398877;0,13036016388068095;0,12207403790398877;0,11296771970655768;100,16174810022278;101,39596442135787
72,739;0;-1;0,45078831111170919;0,439367366113373;0;59,962767418439284;60,655579138806544;0,13428144169438766;0,13033899362955562;0,12207403790398877;0,11300046603237215;100,18616290780358;101,39584433544206
72,74;0;-1;0,4508158208641202;0,43939868462261195;0;59,962767418439284;60,655650044867883;0,13428144169438766;0,13035618363189933;0,13428144169438766;0,11303311084457661;100,22278511917477;101,39580121104399
72,741;0;-1;0,4508158208641202;0,43939868462261195;0;59,962767418439284;60,655720731120432;0,13428144169438766;0,13037332034523572;0,13428144169438766;0,11310394908355373;100,21057771538437;101,39587310420859
72,742;0;-1;0,4508158208641202;0,43939868462261195;0;59,962767418439284;60,6557911982456;0,14648884548478652;0,13039040393476081;0,13428144169438766;0,11317456772399001;100,13733329264198;101,39590647987872
72,743;0;-1;0,4508158208641202;0,43939868462261195;0;59,962767418439284;60,655861446922685;0,14648884548478652;0,13044572919084885;0,13428144169438766;0,11324496744664095;100,13733329264198;101,39570998433011
72,744;0;-1;0,4508158208641202;0,43939868462261195;0;59,962767418439284;60,655931477828872;0,14648884548478652;0,13050088293864298;0,13428144169438766;0,11331514893015167;100,21057771538437;101,3955140979177
72,745;0;-1;0,45078831111170919;0,439367366113373;0;59,974974822229683;60,656001291639235;0,14648884548478652;0,13055586570981897;0,13428144169438766;0,11338511285106351;100,22278511917477;101,39554858650732
72,746;0;-1;0,45078831111170919;0,439367366113373;0;59,974974822229683;60,6561091836525;0,13428144169438766;0,13061067803440432;0,13428144169438766;0,11345485988382051;100,19837031159398;101,395621262808
