Name;YT Scope Project;
File;C:\Users\kimro\Documents\Bachelor\data\spool_mapping\UpDown100Bar040326\Down100Bar90Signal040326.csv;
Starttime of export;134171060923590000;onsdag 4. mars 2026;14:54:52.359
Endtime of export;134171060992509999;onsdag 4. mars 2026;14:54:59.250


fTimer;fU;fSpoolPosition;fPistonPosition;fPistonPosMeasured;fFlow;fPa;fPaFiltered;fPaLower;fPaLowerFiltered;fPb;fPbFiltered;fPs;fPsFiltered

43;0;-1;0,45473465210834668;0,44387723144378327;0;59,7918637653737;60,543679517507151;0,13428144169438766;0,13419007861790228;0,10986663411358989;0,10849002039040641;100,57679982909634;101,76045811041551
43,001;0;-1;0,45473465210834668;0,44387723144378327;0;59,828485976744894;60,543561187634864;0,13428144169438766;0,1341953302567821;0,10986663411358989;0,10849835295841047;100,61342204046754;101,76051011133711
43,002;0;-1;0,45473465210834668;0,44387723144378327;0;59,7918637653737;60,54355810846225;0,13428144169438766;0,13420056561558136;0,10986663411358989;0,10850665969545371;100,56459242530595;101,76067683493291
43,003;0;-1;0,45473465210834668;0,44387723144378327;0;59,7918637653737;60,543440154958;0,13428144169438766;0,13420578474476835;0,10986663411358989;0,10851494068161213;100,56459242530595;101,7606898631828
43,004;0;-1;0,45473465210834668;0,44387723144378327;0;59,7674489577929;60,543322567109612;0,13428144169438766;0,13421098769465487;0,10986663411358989;0,10852319599671346;100,50355540635395;101,76070285104512
43,005;0;-1;0,45473465210834668;0,44387723144378327;0;59,7674489577929;60,543128754532155;0,13428144169438766;0,13421617451539675;0,10986663411358989;0,10853142572033797;100,56459242530595;101,76052432551663
43,006;0;-1;0,45473465210834668;0,44387723144378327;0;59,7552415540025;60,5429355427737;0,13428144169438766;0,13422134525699433;0,10986663411358989;0,10853962993181925;100,55238502151555;101,76053782654571
43,007;0;-1;0,45473465210834668;0,44387723144378327;0;59,7552415540025;60,542704635346;0,13428144169438766;0,13422649996929295;0,10986663411358989;0,10854780871024491;100,49134800256356;101,76051299109592
43,008;0;-1;0,45473465210834668;0,44387723144378327;0;59,7552415540025;60,542474443731329;0,13428144169438766;0,13423163870198346;0,10986663411358989;0,10855596213445749;100,49134800256356;101,76029675950757
