Time,<fPistonPosition_G_OPCfPistonPosition>,<fSpoolPosition_G_OPCfSpoolPosition>
14.019 sec,0,-1
14.02 sec,0,-1
14.021 sec,0,-1
14.022 sec,0,-1
14.023 sec,0,-1
14.024 sec,0,-1
14.025 sec,0,-1
14.026 sec,0,-1
14.027 sec,0,-1
14.028 sec,0,-1
14.029 sec,0,-1
14.03 sec,0,-1
14.031 sec,0,-1
14.032 sec,0,-1
14.033 sec,0,-1
14.034 sec,0,-1
14.035 sec,0,-1
14.036 sec,0,-1
14.037 sec,0,-1
14.038 sec,0,-1
14.039 sec,0,-1
14.04 sec,0,-1
14.041 sec,0,-1
14.042 sec,0,-1
14.043 sec,0,-1
14.044 sec,0,-1
14.045 sec,0,-1
14.046 sec,0,-1
14.047 sec,0,-1
14.048 sec,0,-1
14.049 sec,0,-1
14.05 sec,0,-1
14.051 sec,0,-1
14.052 sec,0,-1
14.053 sec,0,-1
14.054 sec,0,-1
14.055 sec,0,-1
14.056 sec,0,-1
14.057 sec,0,-1
14.058 sec,0,-1
14.059 sec,0,-1
14.06 sec,0,-1
14.061 sec,0,-1
14.062 sec,0,-1
14.063 sec,0,-1
14.064 sec,0,-1
14.065 sec,0,-1
14.066 sec,0,-1
14.067 sec,0,-1
14.068 sec,0,-1
14.069 sec,0,-1
14.07 sec,0,-1
14.071 sec,0,-1
14.072 sec,0,-1
14.073 sec,0,-1
14.074 sec,0,-1
14.075 sec,0,-1
14.076 sec,0,-1
14.077 sec,0,-1
14.078 sec,0,-1
14.079 sec,0,-1
14.08 sec,0,-1
14.081 sec,0,-1
14.082 sec,0,-1
14.083 sec,0,-1
14.084 sec,0,-1
14.085 sec,0,-1
14.086 sec,0,-1
14.087 sec,0,-1
14.088 sec,0,-1
14.089 sec,0,-1
14.09 sec,0,-1
14.091 sec,0,-1
14.092 sec,0,-1
14.093 sec,0,-1
14.094 sec,0,-1
14.095 sec,0,-1
14.096 sec,0,-1
14.097 sec,0,-1
14.098 sec,0,-1
14.099 sec,0,-1
14.1 sec,0,-1
14.101 sec,0,-1
14.102 sec,0,-1
14.103 sec,0,-1
14.104 sec,0,-1
14.105 sec,0,-1
14.106 sec,0,-1
14.107 sec,0,-1
14.108 sec,0,-1
14.109 sec,0,-1
14.11 sec,0,-1
14.111 sec,0,-1
14.112 sec,0,-1
14.113 sec,0,-1
14.114 sec,0,-1
14.115 sec,0,-1
14.116 sec,0,-1
14.117 sec,0,-1
14.118 sec,0,-1
14.119 sec,0,-1
14.12 sec,0,-1
14.121 sec,0,-1
14.122 sec,0,-1
14.123 sec,0,-1
14.124 sec,0,-1
14.125 sec,0,-1
14.126 sec,0,-1
14.127 sec,0,-1
14.128 sec,0,-1
14.129 sec,0,-1
14.13 sec,0,-1
14.131 sec,0,-1
14.132 sec,0,-1
14.133 sec,0,-1
14.134 sec,0,-1
14.135 sec,0,-1
14.136 sec,0,-1
14.137 sec,0,-1
14.138 sec,0,-1
14.139 sec,0,-1
14.14 sec,0,-1
14.141 sec,0,-1
14.142 sec,0,-1
14.143 sec,0,-1
14.144 sec,0,-1
14.145 sec,0,-1
14.146 sec,0,-1
14.147 sec,0,-1
14.148 sec,0,-1
14.149 sec,0,-1
14.15 sec,0,-1
14.151 sec,0,-1
14.152 sec,0,-1
14.153 sec,0,-1
14.154 sec,0,-1
14.155 sec,0,-1
14.156 sec,0,-1
14.157 sec,0,-1
14.158 sec,0,-1
14.159 sec,0,-1
14.16 sec,0,-1
14.161 sec,0,-1
14.162 sec,0,-1
14.163 sec,0,-1
14.164 sec,0,-1
14.165 sec,0,-1
14.166 sec,0,-1
14.167 sec,0,-1
14.168 sec,0,-1
14.169 sec,0,-1
14.17 sec,0,-1
14.171 sec,0,-1
14.172 sec,0,-1
14.173 sec,0,-1
14.174 sec,0,-1
14.175 sec,0,-1
14.176 sec,0,-1
14.177 sec,0,-1
14.178 sec,0,-1
14.179 sec,0,-1
14.18 sec,0,-1
14.181 sec,0,-1
14.182 sec,0,-1
14.183 sec,0,-1
14.184 sec,0,-1
14.185 sec,0,-1
14.186 sec,0,-1
14.187 sec,0,-1
14.188 sec,0,-1
14.189 sec,0,-1
14.19 sec,0,-1
14.191 sec,0,-1
14.192 sec,0,-1
14.193 sec,0,-1
14.194 sec,0,-1
14.195 sec,0,-1
14.196 sec,0,-1
14.197 sec,0,-1
14.198 sec,0,-1
14.199 sec,0,-1
14.2 sec,0,-1
14.201 sec,0,-1
14.202 sec,0,-1
14.203 sec,0,-1
14.204 sec,0,-1
14.205 sec,0,-1
14.206 sec,0,-1
14.207 sec,0,-1
14.208 sec,0,-1
14.209 sec,0,-1
14.21 sec,0,-1
14.211 sec,0,-1
14.212 sec,0,-1
14.213 sec,0,-1
14.214 sec,0,-1
14.215 sec,0,-1
14.216 sec,0,-1
14.217 sec,0,-1
14.218 sec,0,-1
14.219 sec,0,-1
14.22 sec,0,-1
14.221 sec,0,-1
14.222 sec,0,-1
14.223 sec,0,-1
14.224 sec,0,-1
14.225 sec,0,-1
14.226 sec,0,-1
14.227 sec,0,-1
14.228 sec,0,-1
14.229 sec,0,-1
14.23 sec,0,-1
14.231 sec,0,-1
14.232 sec,0,-1
14.233 sec,0,-1
14.234 sec,0,-1
14.235 sec,0,-1
14.236 sec,0,-1
14.237 sec,0,-1
14.238 sec,0,-1
14.239 sec,0,-1
14.24 sec,0,-1
14.241 sec,0,-1
14.242 sec,0,-1
14.243 sec,0,-1
14.244 sec,0,-1
14.245 sec,0,-1
14.246 sec,0,-1
14.247 sec,0,-1
14.248 sec,0,-1
14.249 sec,0,-1
14.25 sec,0,-1
14.251 sec,0,-1
14.252 sec,0,-1
14.253 sec,0,-1
14.254 sec,0,-1
14.255 sec,0,-1
14.256 sec,0,-1
14.257 sec,0,-1
14.258 sec,0,-1
14.259 sec,0,-1
14.26 sec,0,-1
14.261 sec,0,-1
14.262 sec,0,-1
14.263 sec,0,-1
14.264 sec,0,-1
14.265 sec,0,-1
14.266 sec,0,-1
14.267 sec,0,-1
14.268 sec,0,-1
14.269 sec,0,-1
14.27 sec,0,-1
14.271 sec,0,-1
14.272 sec,0,-1
14.273 sec,0,-1
14.274 sec,0,-1
14.275 sec,0,-1
14.276 sec,0,-1
14.277 sec,0,-1
14.278 sec,0,-1
14.279 sec,0,-1
14.28 sec,0,-1
14.281 sec,0,-1
14.282 sec,0,-1
14.283 sec,0,-1
14.284 sec,0,-1
14.285 sec,0,-1
14.286 sec,0,-1
14.287 sec,0,-1
14.288 sec,0,-1
14.289 sec,0,-1
14.29 sec,0,-1
14.291 sec,0,-1
14.292 sec,0,-1
14.293 sec,0,-1
14.294 sec,0,-1
14.295 sec,0,-1
14.296 sec,0,-1
14.297 sec,0,-1
14.298 sec,0,-1
14.299 sec,0,-1
14.3 sec,0,-1
14.301 sec,0,-1
14.302 sec,0,-1
14.303 sec,0,-1
14.304 sec,0,-1
14.305 sec,0,-1
14.306 sec,0,-1
14.307 sec,0,-1
14.308 sec,0,-1
14.309 sec,0,-1
14.31 sec,0,-1
14.311 sec,0,-1
14.312 sec,0,-1
14.313 sec,0,-1
14.314 sec,0,-1
14.315 sec,0,-1
14.316 sec,0,-1
14.317 sec,0,-1
14.318 sec,0,-1
14.319 sec,0,-1
14.32 sec,0,-1
14.321 sec,0,-1
14.322 sec,0,-1
14.323 sec,0,-1
14.324 sec,0,-1
14.325 sec,0,-1
14.326 sec,0,-1
14.327 sec,0,-1
14.328 sec,0,-1
14.329 sec,0,-1
14.33 sec,0,-1
14.331 sec,0,-1
14.332 sec,0,-1
14.333 sec,0,-1
14.334 sec,0,-1
14.335 sec,0,-1
14.336 sec,0,-1
14.337 sec,0,-1
14.338 sec,0,-1
14.339 sec,0,-1
14.34 sec,0,-1
14.341 sec,0,-1
14.342 sec,0,-1
14.343 sec,0,-1
14.344 sec,0,-1
14.345 sec,0,-1
14.346 sec,0,-1
14.347 sec,0,-1
14.348 sec,0,-1
14.349 sec,0,-1
14.35 sec,0,-1
14.351 sec,0,-1
14.352 sec,0,-1
14.353 sec,0,-1
14.354 sec,0,-1
14.355 sec,0,-1
14.356 sec,0,-1
14.357 sec,0,-1
14.358 sec,0,-1
14.359 sec,0,-1
14.36 sec,0,-1
14.361 sec,0,-1
14.362 sec,0,-1
14.363 sec,0,-1
14.364 sec,0,-1
14.365 sec,0,-1
14.366 sec,0,-1
14.367 sec,0,-1
14.368 sec,0,-1
14.369 sec,0,-1
14.37 sec,0,-1
14.371 sec,0,-1
14.372 sec,0,-1
14.373 sec,0,-1
14.374 sec,0,-1
14.375 sec,0,-1
14.376 sec,0,-1
14.377 sec,0,-1
14.378 sec,0,-1
14.379 sec,0,-1
14.38 sec,0,-1
14.381 sec,0,-1
14.382 sec,0,-1
14.383 sec,0,-1
14.384 sec,0,-1
14.385 sec,0,-1
14.386 sec,0,-1
14.387 sec,0,-1
14.388 sec,0,-1
14.389 sec,0,-1
14.39 sec,0,-1
14.391 sec,0,-1
14.392 sec,0,-1
14.393 sec,0,-1
14.394 sec,0,-1
14.395 sec,0,-1
14.396 sec,0,-1
14.397 sec,0,-1
14.398 sec,0,-1
14.399 sec,0,-1
14.4 sec,0,-1
14.401 sec,0,-1
14.402 sec,0,-1
14.403 sec,0,-1
14.404 sec,0,-1
14.405 sec,0,-1
14.406 sec,0,-1
14.407 sec,0,-1
14.408 sec,0,-1
14.409 sec,0,-1
14.41 sec,0,-1
14.411 sec,0,-1
14.412 sec,0,-1
14.413 sec,0,-1
14.414 sec,0,-1
14.415 sec,0,-1
14.416 sec,0,-1
14.417 sec,0,-1
14.418 sec,0,-1
14.419 sec,0,-1
14.42 sec,0,-1
14.421 sec,0,-1
14.422 sec,0,-1
14.423 sec,0,-1
14.424 sec,0,-1
14.425 sec,0,-1
14.426 sec,0,-1
14.427 sec,0,-1
14.428 sec,0,-1
14.429 sec,0,-1
14.43 sec,0,-1
14.431 sec,0,-1
14.432 sec,0,-1
14.433 sec,0,-1
14.434 sec,0,-1
14.435 sec,0,-1
14.436 sec,0,-1
14.437 sec,0,-1
14.438 sec,0,-1
14.439 sec,0,-1
14.44 sec,0,-1
14.441 sec,0,-1
14.442 sec,0,-1
14.443 sec,0,-1
14.444 sec,0,-1
14.445 sec,0,-1
14.446 sec,0,-1
14.447 sec,0,-1
14.448 sec,0,-1
14.449 sec,0,-1
14.45 sec,0,-1
14.451 sec,0,-1
14.452 sec,0,-1
14.453 sec,0,-1
14.454 sec,0,-1
14.455 sec,0,-1
14.456 sec,0,-1
14.457 sec,0,-1
14.458 sec,0,-1
14.459 sec,0,-1
14.46 sec,0,-1
14.461 sec,0,-1
14.462 sec,0,-1
14.463 sec,0,-1
14.464 sec,0,-1
14.465 sec,0,-1
14.466 sec,0,-1
14.467 sec,0,-1
14.468 sec,0,-1
14.469 sec,0,-1
14.47 sec,0,-1
14.471 sec,0,-1
14.472 sec,0,-1
14.473 sec,0,-1
14.474 sec,0,-1
14.475 sec,0,-1
14.476 sec,0,-1
14.477 sec,0,-1
14.478 sec,0,-1
14.479 sec,0,-1
14.48 sec,0,-1
14.481 sec,0,-1
14.482 sec,0,-1
14.483 sec,0,-1
14.484 sec,0,-1
14.485 sec,0,-1
14.486 sec,0,-1
14.487 sec,0,-1
14.488 sec,0,-1
14.489 sec,0,-1
14.49 sec,0,-1
14.491 sec,0,-1
14.492 sec,0,-1
14.493 sec,0,-1
14.494 sec,0,-1
14.495 sec,0,-1
14.496 sec,0,-1
14.497 sec,0,-1
14.498 sec,0,-1
14.499 sec,0,-1
14.5 sec,0,-1
14.501 sec,0,-1
14.502 sec,0,-1
14.503 sec,0,-1
14.504 sec,0,-1
14.505 sec,0,-1
14.506 sec,0,-1
14.507 sec,0,-1
14.508 sec,0,-1
14.509 sec,0,-1
14.51 sec,0,-1
14.511 sec,0,-1
14.512 sec,0,-1
14.513 sec,0,-1
14.514 sec,0,-1
14.515 sec,0,-1
14.516 sec,0,-1
14.517 sec,0,-1
14.518 sec,0,-1
14.519 sec,0,-1
14.52 sec,0,-1
14.521 sec,0,-1
14.522 sec,0,-1
14.523 sec,0,-1
14.524 sec,0,-1
14.525 sec,0,-1
14.526 sec,0,-1
14.527 sec,0,-1
14.528 sec,0,-1
14.529 sec,0,-1
14.53 sec,0,-1
14.531 sec,0,-1
14.532 sec,0,-1
14.533 sec,0,-1
14.534 sec,0,-1
14.535 sec,0,-1
14.536 sec,0,-1
14.537 sec,0,-1
14.538 sec,0,-1
14.539 sec,0,-1
14.54 sec,0,-1
14.541 sec,0,-1
14.542 sec,0,-1
14.543 sec,0,-1
14.544 sec,0,-1
14.545 sec,0,-1
14.546 sec,0,-1
14.547 sec,0,-1
14.548 sec,0,-1
14.549 sec,0,-1
14.55 sec,0,-1
14.551 sec,0,-1
14.552 sec,0,-1
14.553 sec,0,-1
14.554 sec,0,-1
14.555 sec,0,-1
14.556 sec,0,-1
14.557 sec,0,-1
14.558 sec,0,-1
14.559 sec,0,-1
14.56 sec,0,-1
14.561 sec,0,-1
14.562 sec,0,-1
14.563 sec,0,-1
14.564 sec,0,-1
14.565 sec,0,-1
14.566 sec,0,-1
14.567 sec,0,-1
14.568 sec,0,-1
14.569 sec,0,-1
14.57 sec,0,-1
14.571 sec,0,-1
14.572 sec,0,-1
14.573 sec,0,-1
14.574 sec,0,-1
14.575 sec,0,-1
14.576 sec,0,-1
14.577 sec,0,-1
14.578 sec,0,-1
14.579 sec,0,-1
14.58 sec,0,-1
14.581 sec,0,-1
14.582 sec,0,-1
14.583 sec,0,-1
14.584 sec,0,-1
14.585 sec,0,-1
14.586 sec,0,-1
14.587 sec,0,-1
14.588 sec,0,-1
14.589 sec,0,-1
14.59 sec,0,-1
14.591 sec,0,-1
14.592 sec,0,-1
14.593 sec,0,-1
14.594 sec,0,-1
14.595 sec,0,-1
14.596 sec,0,-1
14.597 sec,0,-1
14.598 sec,0,-1
14.599 sec,0,-1
14.6 sec,0,-1
14.601 sec,0,-1
14.602 sec,0,-1
14.603 sec,0,-1
14.604 sec,0,-1
14.605 sec,0,-1
14.606 sec,0,-1
14.607 sec,0,-1
14.608 sec,0,-1
14.609 sec,0,-1
14.61 sec,0,-1
14.611 sec,0,-1
14.612 sec,0,-1
14.613 sec,0,-1
14.614 sec,0,-1
14.615 sec,0,-1
14.616 sec,0,-1
14.617 sec,0,-1
14.618 sec,0,-1
14.619 sec,0,-1
14.62 sec,0,-1
14.621 sec,0,-1
14.622 sec,0,-1
14.623 sec,0,-1
14.624 sec,0,-1
14.625 sec,0,-1
14.626 sec,0,-1
14.627 sec,0,-1
14.628 sec,0,-1
14.629 sec,0,-1
14.63 sec,0,-1
14.631 sec,0,-1
14.632 sec,0,-1
14.633 sec,0,-1
14.634 sec,0,-1
14.635 sec,0,-1
14.636 sec,0,-1
14.637 sec,0,-1
14.638 sec,0,-1
14.639 sec,0,-1
14.64 sec,0,-1
14.641 sec,0,-1
14.642 sec,0,-1
14.643 sec,0,-1
14.644 sec,0,-1
14.645 sec,0,-1
14.646 sec,0,-1
14.647 sec,0,-1
14.648 sec,0,-1
14.649 sec,0,-1
14.65 sec,0,-1
14.651 sec,0,-1
14.652 sec,0,-1
14.653 sec,0,-1
14.654 sec,0,-1
14.655 sec,0,-1
14.656 sec,0,-1
14.657 sec,0,-1
14.658 sec,0,-1
14.659 sec,0,-1
14.66 sec,0,-1
14.661 sec,0,-1
14.662 sec,0,-1
14.663 sec,0,-1
14.664 sec,0,-1
14.665 sec,0,-1
14.666 sec,0,-1
14.667 sec,0,-1
14.668 sec,0,-1
14.669 sec,0,-1
14.67 sec,0,-1
14.671 sec,0,-1
14.672 sec,0,-1
14.673 sec,0,-1
14.674 sec,0,-1
14.675 sec,0,-1
14.676 sec,0,-1
14.677 sec,0,-1
14.678 sec,0,-1
14.679 sec,0,-1
14.68 sec,0,-1
14.681 sec,0,-1
14.682 sec,0,-1
14.683 sec,0,-1
14.684 sec,0,-1
14.685 sec,0,-1
14.686 sec,0,-1
14.687 sec,0,-1
14.688 sec,0,-1
14.689 sec,0,-1
14.69 sec,0,-1
14.691 sec,0,-1
14.692 sec,0,-1
14.693 sec,0,-1
14.694 sec,0,-1
14.695 sec,0,-1
14.696 sec,0,-1
14.697 sec,0,-1
14.698 sec,0,-1
14.699 sec,0,-1
14.7 sec,0,-1
14.701 sec,0,-1
14.702 sec,0,-1
14.703 sec,0,-1
14.704 sec,0,-1
14.705 sec,0,-1
14.706 sec,0,-1
14.707 sec,0,-1
14.708 sec,0,-1
14.709 sec,0,-1
14.71 sec,0,-1
14.711 sec,0,-1
14.712 sec,0,-1
14.713 sec,0,-1
14.714 sec,0,-1
14.715 sec,0,-1
14.716 sec,0,-1
14.717 sec,0,-1
14.718 sec,0,-1
14.719 sec,0,-1
14.72 sec,0,-1
14.721 sec,0,-1
14.722 sec,0,-1
14.723 sec,0,-1
14.724 sec,0,-1
14.725 sec,0,-1
14.726 sec,0,-1
14.727 sec,0,-1
14.728 sec,0,-1
14.729 sec,0,-1
14.73 sec,0,-1
14.731 sec,0,-1
14.732 sec,0,-1
14.733 sec,0,-1
14.734 sec,0,-1
14.735 sec,0,-1
14.736 sec,0,-1
14.737 sec,0,-1
14.738 sec,0,-1
14.739 sec,0,-1
14.74 sec,0,-1
14.741 sec,0,-1
14.742 sec,0,-1
14.743 sec,0,-1
14.744 sec,0,-1
14.745 sec,0,-1
14.746 sec,0,-1
14.747 sec,0,-1
14.748 sec,0,-1
14.749 sec,0,-1
14.75 sec,0,-1
14.751 sec,0,-1
14.752 sec,0,-1
14.753 sec,0,-1
14.754 sec,0,-1
14.755 sec,0,-1
14.756 sec,0,-1
14.757 sec,0,-1
14.758 sec,0,-1
14.759 sec,0,-1
14.76 sec,0,-1
14.761 sec,0,-1
14.762 sec,0,-1
14.763 sec,0,-1
14.764 sec,0,-1
14.765 sec,0,-1
14.766 sec,0,-1
14.767 sec,0,-1
14.768 sec,0,-1
14.769 sec,0,-1
14.77 sec,0,-1
14.771 sec,0,-1
14.772 sec,0,-1
14.773 sec,0,-1
14.774 sec,0,-1
14.775 sec,0,-1
14.776 sec,0,-1
14.777 sec,0,-1
14.778 sec,0,-1
14.779 sec,0,-1
14.78 sec,0,-1
14.781 sec,0,-1
14.782 sec,0,-1
14.783 sec,0,-1
14.784 sec,0,-1
14.785 sec,0,-1
14.786 sec,0,-1
14.787 sec,0,-1
14.788 sec,0,-1
14.789 sec,0,-1
14.79 sec,0,-1
14.791 sec,0,-1
14.792 sec,0,-1
14.793 sec,0,-1
14.794 sec,0,-1
14.795 sec,0,-1
14.796 sec,0,-1
14.797 sec,0,-1
14.798 sec,0,-1
14.799 sec,0,-1
14.8 sec,0,-1
14.801 sec,0,-1
14.802 sec,0,-1
14.803 sec,0,-1
14.804 sec,0,-1
14.805 sec,0,-1
14.806 sec,0,-1
14.807 sec,0,-1
14.808 sec,0,-1
14.809 sec,0,-1
14.81 sec,0,-1
14.811 sec,0,-1
14.812 sec,0,-1
14.813 sec,0,-1
14.814 sec,0,-1
14.815 sec,0,-1
14.816 sec,0,-1
14.817 sec,0,-1
14.818 sec,0,-1
14.819 sec,0,-1
14.82 sec,0,-1
14.821 sec,0,-1
14.822 sec,0,-1
14.823 sec,0,-1
14.824 sec,0,-1
14.825 sec,0,-1
14.826 sec,0,-1
14.827 sec,0,-1
14.828 sec,0,-1
14.829 sec,0,-1
14.83 sec,0,-1
14.831 sec,0,-1
14.832 sec,0,-1
14.833 sec,0,-1
14.834 sec,0,-1
14.835 sec,0,-1
14.836 sec,0,-1
14.837 sec,0,-1
14.838 sec,0,-1
14.839 sec,0,-1
14.84 sec,0,-1
14.841 sec,0,-1
14.842 sec,0,-1
14.843 sec,0,-1
14.844 sec,0,-1
14.845 sec,0,-1
14.846 sec,0,-1
14.847 sec,0,-1
14.848 sec,0,-1
14.849 sec,0,-1
14.85 sec,0,-1
14.851 sec,0,-1
14.852 sec,0,-1
14.853 sec,0,-1
14.854 sec,0,-1
14.855 sec,0,-1
14.856 sec,0,-1
14.857 sec,0,-1
14.858 sec,0,-1
14.859 sec,0,-1
14.86 sec,0,-1
14.861 sec,0,-1
14.862 sec,0,-1
14.863 sec,0,-1
14.864 sec,0,-1
14.865 sec,0,-1
14.866 sec,0,-1
14.867 sec,0,-1
14.868 sec,0,-1
14.869 sec,0,-1
14.87 sec,0,-1
14.871 sec,0,-1
14.872 sec,0,-1
14.873 sec,0,-1
14.874 sec,0,-1
14.875 sec,0,-1
14.876 sec,0,-1
14.877 sec,0,-1
14.878 sec,0,-1
14.879 sec,0,-1
14.88 sec,0,-1
14.881 sec,0,-1
14.882 sec,0,-1
14.883 sec,0,-1
14.884 sec,0,-1
14.885 sec,0,-1
14.886 sec,0,-1
14.887 sec,0,-1
14.888 sec,0,-1
14.889 sec,0,-1
14.89 sec,0,-1
14.891 sec,0,-1
14.892 sec,0,-1
14.893 sec,0,-1
14.894 sec,0,-1
14.895 sec,0,-1
14.896 sec,0,-1
14.897 sec,0,-1
14.898 sec,0,-1
14.899 sec,0,-1
14.9 sec,0,-1
14.901 sec,0,-1
14.902 sec,0,-1
14.903 sec,0,-1
14.904 sec,0,-1
14.905 sec,0,-1
14.906 sec,0,-1
14.907 sec,0,-1
14.908 sec,0,-1
14.909 sec,0,-1
14.91 sec,0,-1
14.911 sec,0,-1
14.912 sec,0,-1
14.913 sec,0,-1
14.914 sec,0,-1
14.915 sec,0,-1
14.916 sec,0,-1
14.917 sec,0,-1
14.918 sec,0,-1
14.919 sec,0,-1
14.92 sec,0,-1
14.921 sec,0,-1
14.922 sec,0,-1
14.923 sec,0,-1
14.924 sec,0,-1
14.925 sec,0,-1
14.926 sec,0,-1
14.927 sec,0,-1
14.928 sec,0,-1
14.929 sec,0,-1
14.93 sec,0,-1
14.931 sec,0,-1
14.932 sec,0,-1
14.933 sec,0,-1
14.934 sec,0,-1
14.935 sec,0,-1
14.936 sec,0,-1
14.937 sec,0,-1
14.938 sec,0,-1
14.939 sec,0,-1
14.94 sec,0,-1
14.941 sec,0,-1
14.942 sec,0,-1
14.943 sec,0,-1
14.944 sec,0,-1
14.945 sec,0,-1
14.946 sec,0,-1
14.947 sec,0,-1
14.948 sec,0,-1
14.949 sec,0,-1
14.95 sec,0,-1
14.951 sec,0,-1
14.952 sec,0,-1
14.953 sec,0,-1
14.954 sec,0,-1
14.955 sec,0,-1
14.956 sec,0,-1
14.957 sec,0,-1
14.958 sec,0,-1
14.959 sec,0,-1
14.96 sec,0,-1
14.961 sec,0,-1
14.962 sec,0,-1
14.963 sec,0,-1
14.964 sec,0,-1
14.965 sec,0,-1
14.966 sec,0,-1
14.967 sec,0,-1
14.968 sec,0,-1
14.969 sec,0,-1
14.97 sec,0,-1
14.971 sec,0,-1
14.972 sec,0,-1
14.973 sec,0,-1
14.974 sec,0,-1
14.975 sec,0,-1
14.976 sec,0,-1
14.977 sec,0,-1
14.978 sec,0,-1
14.979 sec,0,-1
14.98 sec,0,-1
14.981 sec,0,-1
14.982 sec,0,-1
14.983 sec,0,-1
14.984 sec,0,-1
14.985 sec,0,-1
14.986 sec,0,-1
14.987 sec,0,-1
14.988 sec,0,-1
14.989 sec,0,-1
14.99 sec,0,-1
14.991 sec,0,-1
14.992 sec,0,-1
14.993 sec,0,-1
14.994 sec,0,-1
14.995 sec,0,-1
14.996 sec,0,-1
14.997 sec,0,-1
14.998 sec,0,-1
14.999 sec,0,-1
15 sec,0,-1
15.001 sec,0,-1
15.002 sec,0,-1
15.003 sec,0,-1
15.004 sec,0,-1
15.005 sec,0,-1
15.006 sec,0,-1
15.007 sec,0,-1
15.008 sec,0,-1
15.009 sec,0,-1
15.01 sec,0,-1
15.011 sec,0,-1
15.012 sec,0,-1
15.013 sec,0,-1
15.014 sec,0,-1
15.015 sec,0,-1
15.016 sec,0,-1
15.017 sec,0,-1
15.018 sec,0,-1
15.019 sec,0,-1
15.02 sec,0,-1
15.021 sec,0,-1
15.022 sec,0,-1
15.023 sec,0,-1
15.024 sec,0,-1
15.025 sec,0,-1
15.026 sec,0,-1
15.027 sec,0,-1
15.028 sec,0,-1
15.029 sec,0,-1
15.03 sec,0,-1
15.031 sec,0,-1
15.032 sec,0,-1
15.033 sec,0,-1
15.034 sec,0,-1
15.035 sec,0,-1
15.036 sec,0,-1
15.037 sec,0,-1
15.038 sec,0,-1
15.039 sec,0,-1
15.04 sec,0,-1
15.041 sec,0,-1
15.042 sec,0,-1
15.043 sec,0,-1
15.044 sec,0,-1
15.045 sec,0,-1
15.046 sec,0,-1
15.047 sec,0,-1
15.048 sec,0,-1
15.049 sec,0,-1
15.05 sec,0,-1
15.051 sec,0,-1
15.052 sec,0,-1
15.053 sec,0,-1
15.054 sec,0,-1
15.055 sec,0,-1
15.056 sec,0,-1
15.057 sec,0,-1
15.058 sec,0,-1
15.059 sec,0,-1
15.06 sec,0,-1
15.061 sec,0,-1
15.062 sec,0,-1
15.063 sec,0,-1
15.064 sec,0,-1
15.065 sec,0,-1
15.066 sec,0,-1
15.067 sec,0,-1
15.068 sec,0,-1
15.069 sec,0,-1
15.07 sec,0,-1
15.071 sec,0,-1
15.072 sec,0,-1
15.073 sec,0,-1
15.074 sec,0,-1
15.075 sec,0,-1
15.076 sec,0,-1
15.077 sec,0,-1
15.078 sec,0,-1
15.079 sec,0,-1
15.08 sec,0,-1
15.081 sec,0,-1
15.082 sec,0,-1
15.083 sec,0,-1
15.084 sec,0,-1
15.085 sec,0,-1
15.086 sec,0,-1
15.087 sec,0,-1
15.088 sec,0,-1
15.089 sec,0,-1
15.09 sec,0,-1
15.091 sec,0,-1
15.092 sec,0,-1
15.093 sec,0,-1
15.094 sec,0,-1
15.095 sec,0,-1
15.096 sec,0,-1
15.097 sec,0,-1
15.098 sec,0,-1
15.099 sec,0,-1
15.1 sec,0,-1
15.101 sec,0,-1
15.102 sec,0,-1
15.103 sec,0,-1
15.104 sec,0,-1
15.105 sec,0,-1
15.106 sec,0,-1
15.107 sec,0,-1
15.108 sec,0,-1
15.109 sec,0,-1
15.11 sec,0,-1
15.111 sec,0,-1
15.112 sec,0,-1
15.113 sec,0,-1
15.114 sec,0,-1
15.115 sec,0,-1
15.116 sec,0,-1
15.117 sec,0,-1
15.118 sec,0,-1
15.119 sec,0,-1
15.12 sec,0,-1
15.121 sec,0,-1
15.122 sec,0,-1
15.123 sec,0,-1
15.124 sec,0,-1
15.125 sec,0,-1
15.126 sec,0,-1
15.127 sec,0,-1
15.128 sec,0,-1
15.129 sec,0,-1
15.13 sec,0,-1
15.131 sec,0,-1
15.132 sec,0,-1
15.133 sec,0,-1
15.134 sec,0,-1
15.135 sec,0,-1
15.136 sec,0,-1
15.137 sec,0,-1
15.138 sec,0,-1
15.139 sec,0,-1
15.14 sec,0,-1
15.141 sec,0,-1
15.142 sec,0,-1
15.143 sec,0,-1
15.144 sec,0,-1
15.145 sec,0,-1
15.146 sec,0,-1
15.147 sec,0,-1
15.148 sec,0,-1
15.149 sec,0,-1
15.15 sec,0,-1
15.151 sec,0,-1
15.152 sec,0,-1
15.153 sec,0,-1
15.154 sec,0,-1
15.155 sec,0,-1
15.156 sec,0,-1
15.157 sec,0,-1
15.158 sec,0,-1
15.159 sec,0,-1
15.16 sec,0,-1
15.161 sec,0,-1
15.162 sec,0,-1
15.163 sec,0,-1
15.164 sec,0,-1
15.165 sec,0,-1
15.166 sec,0,-1
15.167 sec,0,-1
15.168 sec,0,-1
15.169 sec,0,-1
15.17 sec,0,-1
15.171 sec,0,-1
15.172 sec,0,-1
15.173 sec,0,-1
15.174 sec,0,-1
15.175 sec,0,-1
15.176 sec,0,-1
15.177 sec,0,-1
15.178 sec,0,-1
15.179 sec,0,-1
15.18 sec,0,-1
