Time,<fPistonPosition_G_OPCfPistonPosition>,<fSpoolPosition_G_OPCfSpoolPosition>
28.929 sec,0.0152485084122124,0
28.93 sec,0.0152800416514579,0
28.931 sec,0.0153115759335591,0
28.932 sec,0.0152800416514579,0
28.933 sec,0.0152800416514579,0
28.934 sec,0.0152800416514579,0
28.935 sec,0.0152800416514579,0
28.936 sec,0.0152800416514579,0
28.937 sec,0.0152485084122124,0
28.938 sec,0.0152485084122124,0
28.939 sec,0.0152169762160309,0
28.94 sec,0.0152485084122124,0
28.941 sec,0.0152485084122124,0
28.942 sec,0.0152169762160309,0
28.943 sec,0.0152169762160309,0
28.944 sec,0.0152169762160309,0
28.945 sec,0.0152169762160309,0
28.946 sec,0.0152169762160309,0
28.947 sec,0.0152485084122124,0
28.948 sec,0.0152485084122124,0
28.949 sec,0.0152485084122124,0
28.95 sec,0.0152169762160309,0
28.951 sec,0.0151223858879508,0
28.952 sec,0.0151223858879508,0
28.953 sec,0.0152169762160309,0
28.954 sec,0.0152485084122124,0
28.955 sec,0.0152800416514579,0
28.956 sec,0.0153115759335591,0
28.957 sec,0.0153115759335591,0
28.958 sec,0.0153115759335591,0
28.959 sec,0.0152800416514579,0
28.96 sec,0.0152800416514579,0
28.961 sec,0.0152800416514579,0
28.962 sec,0.0152800416514579,0
28.963 sec,0.0152800416514579,0
28.964 sec,0.0152800416514579,0
28.965 sec,0.0152800416514579,0
28.966 sec,0.0152800416514579,0
28.967 sec,0.0153115759335591,0
28.968 sec,0.0152800416514579,0
28.969 sec,0.0152485084122124,0
28.97 sec,0.0152485084122124,0
28.971 sec,0.0152169762160309,0
28.972 sec,0.0152169762160309,0
28.973 sec,0.015153914953692,0
28.974 sec,0.0152169762160309,0
28.975 sec,0.0152169762160309,0
28.976 sec,0.0152169762160309,0
28.977 sec,0.0152169762160309,0
28.978 sec,0.015153914953692,0
28.979 sec,0.015153914953692,0
28.98 sec,0.0152169762160309,0
28.981 sec,0.0152485084122124,0
28.982 sec,0.0152485084122124,0
28.983 sec,0.0152485084122124,0
28.984 sec,0.0152485084122124,0
28.985 sec,0.0152485084122124,0
28.986 sec,0.0152485084122124,0
28.987 sec,0.0152169762160309,0
28.988 sec,0.0152169762160309,0
28.989 sec,0.0152169762160309,0
28.99 sec,0.0152485084122124,0
28.991 sec,0.0152169762160309,0
28.992 sec,0.0152169762160309,0
28.993 sec,0.015153914953692,0
28.994 sec,0.0152169762160309,0
28.995 sec,0.0152169762160309,0
28.996 sec,0.0152169762160309,0
28.997 sec,0.0152169762160309,0
28.998 sec,0.0152169762160309,0
28.999 sec,0.0152169762160309,0
29 sec,0.0152169762160309,0
29.001 sec,0.0152485084122124,0
29.002 sec,0.0152485084122124,0
29.003 sec,0.0152485084122124,0
29.004 sec,0.0152485084122124,0
29.005 sec,0.0152485084122124,0
29.006 sec,0.0152169762160309,0
29.007 sec,0.0152485084122124,0
29.008 sec,0.0152485084122124,0
29.009 sec,0.0152169762160309,0
29.01 sec,0.0152485084122124,0
29.011 sec,0.0152169762160309,0
29.012 sec,0.0152169762160309,0
29.013 sec,0.0152169762160309,0
29.014 sec,0.0152169762160309,0
29.015 sec,0.0152485084122124,0
29.016 sec,0.0152485084122124,0
29.017 sec,0.0152485084122124,0
29.018 sec,0.0152800416514579,0
29.019 sec,0.0152800416514579,0
29.02 sec,0.0153115759335591,0
29.021 sec,0.0152800416514579,0
29.022 sec,0.0152485084122124,0
29.023 sec,0.0152485084122124,0
29.024 sec,0.0152485084122124,0
29.025 sec,0.0152800416514579,0
29.026 sec,0.0153115759335591,0
29.027 sec,0.0152800416514579,0
29.028 sec,0.0152485084122124,0
29.029 sec,0.0152800416514579,0
29.03 sec,0.0153115759335591,0
29.031 sec,0.0153115759335591,0
29.032 sec,0.0153115759335591,0
29.033 sec,0.0152485084122124,0
29.034 sec,0.0152485084122124,0
29.035 sec,0.0152485084122124,0
29.036 sec,0.0152800416514579,0
29.037 sec,0.0152800416514579,0
29.038 sec,0.0152485084122124,0
29.039 sec,0.0152800416514579,0
29.04 sec,0.0152800416514579,0
29.041 sec,0.0152800416514579,0
29.042 sec,0.0152485084122124,0
29.043 sec,0.0152485084122124,0
29.044 sec,0.0152800416514579,0
29.045 sec,0.0152800416514579,0
29.046 sec,0.0152800416514579,0
29.047 sec,0.0152485084122124,0
29.048 sec,0.0152169762160309,0
29.049 sec,0.015153914953692,0
29.05 sec,0.015153914953692,0
29.051 sec,0.0152485084122124,0
29.052 sec,0.0152485084122124,0
29.053 sec,0.0152485084122124,0
29.054 sec,0.0152485084122124,0
29.055 sec,0.0152800416514579,0
29.056 sec,0.0153115759335591,0
29.057 sec,0.0152485084122124,0
29.058 sec,0.0152800416514579,0
29.059 sec,0.0152485084122124,0
29.06 sec,0.0153115759335591,0
29.061 sec,0.0152800416514579,0
29.062 sec,0.0152169762160309,0
29.063 sec,0.0152169762160309,0
29.064 sec,0.0152169762160309,0
29.065 sec,0.0152485084122124,0
29.066 sec,0.0152485084122124,0
29.067 sec,0.0152485084122124,0
29.068 sec,0.0152485084122124,0
29.069 sec,0.0152485084122124,0
29.07 sec,0.0152800416514579,0
29.071 sec,0.0152800416514579,0
29.072 sec,0.0152800416514579,0
29.073 sec,0.0152800416514579,0
29.074 sec,0.0152800416514579,0
29.075 sec,0.0152800416514579,0
29.076 sec,0.0152485084122124,0
29.077 sec,0.0152485084122124,0
29.078 sec,0.0152485084122124,0
29.079 sec,0.0152485084122124,0
29.08 sec,0.0152800416514579,0
29.081 sec,0.0152800416514579,0
29.082 sec,0.0152800416514579,0
29.083 sec,0.0152485084122124,0
29.084 sec,0.0152485084122124,0
29.085 sec,0.0152485084122124,0
29.086 sec,0.0152485084122124,0
29.087 sec,0.0152485084122124,0
29.088 sec,0.0152169762160309,0
29.089 sec,0.0152485084122124,0
29.09 sec,0.0152169762160309,0
29.091 sec,0.0152485084122124,0
29.092 sec,0.0152169762160309,0
29.093 sec,0.0152485084122124,0
29.094 sec,0.0152485084122124,0
29.095 sec,0.0152485084122124,0
29.096 sec,0.0152800416514579,0
29.097 sec,0.0152800416514579,0
29.098 sec,0.0153746476254965,0
29.099 sec,0.0153115759335591,0
29.1 sec,0.0153115759335591,0
29.101 sec,0.0152800416514579,0
29.102 sec,0.0152800416514579,0
29.103 sec,0.0152485084122124,0
29.104 sec,0.0152485084122124,0
29.105 sec,0.0152169762160309,0
29.106 sec,0.015153914953692,0
29.107 sec,0.0152169762160309,0
29.108 sec,0.0152485084122124,0
29.109 sec,0.0152485084122124,0
29.11 sec,0.0152169762160309,0
29.111 sec,0.0152485084122124,0
29.112 sec,0.0152169762160309,0
29.113 sec,0.0152800416514579,0
29.114 sec,0.0152800416514579,0
29.115 sec,0.0152800416514579,0
29.116 sec,0.0152800416514579,0
29.117 sec,0.0152485084122124,0
29.118 sec,0.0152485084122124,0
29.119 sec,0.0152485084122124,0
29.12 sec,0.0152800416514579,0
29.121 sec,0.0152485084122124,0
29.122 sec,0.0152800416514579,0
29.123 sec,0.0152800416514579,0
29.124 sec,0.0152485084122124,0
29.125 sec,0.0152485084122124,0
29.126 sec,0.0152485084122124,0
29.127 sec,0.0152169762160309,0
29.128 sec,0.0152800416514579,0
29.129 sec,0.0152800416514579,0
29.13 sec,0.0152485084122124,0
29.131 sec,0.0152485084122124,0
29.132 sec,0.0152169762160309,0
29.133 sec,0.0152169762160309,0
29.134 sec,0.0152485084122124,0
29.135 sec,0.0152485084122124,0
29.136 sec,0.0152485084122124,0
29.137 sec,0.0152485084122124,0
29.138 sec,0.0152485084122124,0
29.139 sec,0.0152800416514579,0
29.14 sec,0.0153115759335591,0
29.141 sec,0.015343111258308,0
29.142 sec,0.0153115759335591,0
29.143 sec,0.0152800416514579,0
29.144 sec,0.0152485084122124,0
29.145 sec,0.0152485084122124,0
29.146 sec,0.0152800416514579,0
29.147 sec,0.0152485084122124,0
29.148 sec,0.0152485084122124,0
29.149 sec,0.0152169762160309,0
29.15 sec,0.0152485084122124,0
29.151 sec,0.0152800416514579,0
29.152 sec,0.0152485084122124,0
29.153 sec,0.0152800416514579,0
29.154 sec,0.0152485084122124,0
29.155 sec,0.0152800416514579,0
29.156 sec,0.0152485084122124,0
29.157 sec,0.0152169762160309,0
29.158 sec,0.0152169762160309,0
29.159 sec,0.0152169762160309,0
29.16 sec,0.0152800416514579,0
29.161 sec,0.0152485084122124,0
29.162 sec,0.0152169762160309,0
29.163 sec,0.0152485084122124,0
29.164 sec,0.0152485084122124,0
29.165 sec,0.0152169762160309,0
29.166 sec,0.0152485084122124,0
29.167 sec,0.0152485084122124,0
29.168 sec,0.0152800416514579,0
29.169 sec,0.0152485084122124,0
29.17 sec,0.0152169762160309,0
29.171 sec,0.0152169762160309,0
29.172 sec,0.0152485084122124,0
29.173 sec,0.0152485084122124,0
29.174 sec,0.0153115759335591,0
29.175 sec,0.0152800416514579,0
29.176 sec,0.0152800416514579,0
29.177 sec,0.0152800416514579,0
29.178 sec,0.0152485084122124,0
29.179 sec,0.0152169762160309,0
29.18 sec,0.015153914953692,0
29.181 sec,0.0152169762160309,0
29.182 sec,0.015153914953692,0
29.183 sec,0.0152169762160309,0
29.184 sec,0.0152169762160309,0
29.185 sec,0.0152169762160309,0
29.186 sec,0.0152169762160309,0
29.187 sec,0.0152485084122124,0
29.188 sec,0.0152800416514579,0
29.189 sec,0.0152800416514579,0
29.19 sec,0.0153115759335591,0
29.191 sec,0.0152800416514579,0
29.192 sec,0.0152800416514579,0
29.193 sec,0.0152169762160309,0
29.194 sec,0.0152169762160309,0
29.195 sec,0.0152485084122124,0
29.196 sec,0.0152485084122124,0
29.197 sec,0.0152485084122124,0
29.198 sec,0.0152485084122124,0
29.199 sec,0.0152485084122124,0
29.2 sec,0.0152485084122124,0
29.201 sec,0.0152169762160309,0
29.202 sec,0.015153914953692,0
29.203 sec,0.0152169762160309,0
29.204 sec,0.0152169762160309,0
29.205 sec,0.0152800416514579,0
29.206 sec,0.0152485084122124,0
29.207 sec,0.0152485084122124,0
29.208 sec,0.0152485084122124,0
29.209 sec,0.0152169762160309,0
29.21 sec,0.0152485084122124,0
29.211 sec,0.0152485084122124,0
29.212 sec,0.0152485084122124,0
29.213 sec,0.0152800416514579,0
29.214 sec,0.0152485084122124,0
29.215 sec,0.0152485084122124,0
29.216 sec,0.0152169762160309,0
29.217 sec,0.0152485084122124,0
29.218 sec,0.0152485084122124,0
29.219 sec,0.0152800416514579,0
29.22 sec,0.0152800416514579,0
29.221 sec,0.0152800416514579,0
29.222 sec,0.0152800416514579,0
29.223 sec,0.0152485084122124,0
29.224 sec,0.0152800416514579,0
29.225 sec,0.0152800416514579,0
29.226 sec,0.0152800416514579,0
29.227 sec,0.0152485084122124,0
29.228 sec,0.0152169762160309,0
29.229 sec,0.0152485084122124,0
29.23 sec,0.0152485084122124,0
29.231 sec,0.0152800416514579,0
29.232 sec,0.0152485084122124,0
29.233 sec,0.0152169762160309,0
29.234 sec,0.0152485084122124,0
29.235 sec,0.0152169762160309,0
29.236 sec,0.0152485084122124,0
29.237 sec,0.0152485084122124,0
29.238 sec,0.0152800416514579,0
29.239 sec,0.0152800416514579,0
29.24 sec,0.0152485084122124,0
29.241 sec,0.0153115759335591,0
29.242 sec,0.0153115759335591,0
29.243 sec,0.0153115759335591,0
29.244 sec,0.0152800416514579,0
29.245 sec,0.0152800416514579,0
29.246 sec,0.0153115759335591,0
29.247 sec,0.0153115759335591,0
29.248 sec,0.0153115759335591,0
29.249 sec,0.0152800416514579,0
29.25 sec,0.0152485084122124,0
29.251 sec,0.0152169762160309,0
29.252 sec,0.0152800416514579,0
29.253 sec,0.0152800416514579,0
29.254 sec,0.0152800416514579,0
29.255 sec,0.0152485084122124,0
29.256 sec,0.0152485084122124,0
29.257 sec,0.0152485084122124,0
29.258 sec,0.0152485084122124,0
29.259 sec,0.0152169762160309,0
29.26 sec,0.015153914953692,0
29.261 sec,0.0152485084122124,0
29.262 sec,0.0152485084122124,0
29.263 sec,0.0152800416514579,0
29.264 sec,0.0153115759335591,0
29.265 sec,0.0152800416514579,0
29.266 sec,0.0152800416514579,0
29.267 sec,0.0152800416514579,0
29.268 sec,0.0152800416514579,0
29.269 sec,0.0152800416514579,0
29.27 sec,0.0152169762160309,0
29.271 sec,0.015153914953692,0
29.272 sec,0.015153914953692,0
29.273 sec,0.0152485084122124,0
29.274 sec,0.0153115759335591,0
29.275 sec,0.015343111258308,0
29.276 sec,0.0153115759335591,0
29.277 sec,0.0153115759335591,0
29.278 sec,0.0152800416514579,0
29.279 sec,0.0152800416514579,0
29.28 sec,0.0152485084122124,0
29.281 sec,0.0152485084122124,0
29.282 sec,0.0152485084122124,0
29.283 sec,0.0152485084122124,0
29.284 sec,0.0152169762160309,0
29.285 sec,0.0152169762160309,0
29.286 sec,0.0152485084122124,0
29.287 sec,0.0152169762160309,0
29.288 sec,0.0152485084122124,0
29.289 sec,0.0152800416514579,0
29.29 sec,0.0152800416514579,0
29.291 sec,0.0152800416514579,0
29.292 sec,0.0152485084122124,0
29.293 sec,0.0152485084122124,0
29.294 sec,0.0152485084122124,0
29.295 sec,0.0152485084122124,0
29.296 sec,0.0152485084122124,0
29.297 sec,0.0152485084122124,0
29.298 sec,0.0152485084122124,0
29.299 sec,0.0152169762160309,0
29.3 sec,0.0152485084122124,0
29.301 sec,0.0152485084122124,0
29.302 sec,0.0152169762160309,0
29.303 sec,0.0152169762160309,0
29.304 sec,0.0152169762160309,0
29.305 sec,0.0152169762160309,0
29.306 sec,0.0152169762160309,0
29.307 sec,0.0152169762160309,0
29.308 sec,0.0152169762160309,0
29.309 sec,0.0152169762160309,0
29.31 sec,0.0152485084122124,0
29.311 sec,0.0152800416514579,0
29.312 sec,0.0153115759335591,0
29.313 sec,0.0153115759335591,0
29.314 sec,0.0153115759335591,0
29.315 sec,0.0152485084122124,0
29.316 sec,0.0152169762160309,0
29.317 sec,0.0151223858879508,0
29.318 sec,0.015153914953692,0
29.319 sec,0.0152485084122124,0
29.32 sec,0.0152800416514579,0
29.321 sec,0.0152800416514579,0
29.322 sec,0.0152800416514579,0
29.323 sec,0.0152800416514579,0
29.324 sec,0.0152800416514579,0
29.325 sec,0.0152485084122124,0
29.326 sec,0.0152800416514579,0
29.327 sec,0.0152800416514579,0
29.328 sec,0.0152800416514579,0
29.329 sec,0.0153115759335591,0
29.33 sec,0.0152800416514579,0
29.331 sec,0.0152485084122124,0
29.332 sec,0.0152485084122124,0
29.333 sec,0.015153914953692,0
29.334 sec,0.015153914953692,0
29.335 sec,0.0152169762160309,0
29.336 sec,0.0152485084122124,0
29.337 sec,0.0152485084122124,0
29.338 sec,0.0152800416514579,0
29.339 sec,0.0152485084122124,0
29.34 sec,0.0152800416514579,0
29.341 sec,0.0153115759335591,0
29.342 sec,0.0152800416514579,0
29.343 sec,0.0152800416514579,0
29.344 sec,0.0152800416514579,0
29.345 sec,0.0153115759335591,0
29.346 sec,0.0153115759335591,0
29.347 sec,0.0153115759335591,0
29.348 sec,0.0153115759335591,0
29.349 sec,0.015343111258308,0
29.35 sec,0.0153115759335591,0
29.351 sec,0.0152800416514579,0
29.352 sec,0.0152485084122124,0
29.353 sec,0.0152485084122124,0
29.354 sec,0.0152485084122124,0
29.355 sec,0.0152800416514579,0
29.356 sec,0.0152800416514579,0
29.357 sec,0.0152485084122124,0
29.358 sec,0.0152800416514579,0
29.359 sec,0.0152800416514579,0
29.36 sec,0.0152800416514579,0
29.361 sec,0.0152800416514579,0
29.362 sec,0.0152485084122124,0
29.363 sec,0.0152800416514579,0
29.364 sec,0.0152485084122124,0
29.365 sec,0.0152485084122124,0
29.366 sec,0.0152485084122124,0
29.367 sec,0.0152800416514579,0
29.368 sec,0.0153115759335591,0
29.369 sec,0.0152800416514579,0
29.37 sec,0.0152800416514579,0
29.371 sec,0.0152485084122124,0
29.372 sec,0.0152800416514579,0
29.373 sec,0.0152800416514579,0
29.374 sec,0.0152800416514579,0
29.375 sec,0.0152485084122124,0
29.376 sec,0.0152485084122124,0
29.377 sec,0.0152800416514579,0
29.378 sec,0.0153115759335591,0
29.379 sec,0.0152800416514579,0
29.38 sec,0.0153115759335591,0
29.381 sec,0.0153115759335591,0
29.382 sec,0.0152800416514579,0
29.383 sec,0.0152485084122124,0
29.384 sec,0.0152169762160309,0
29.385 sec,0.015153914953692,0
29.386 sec,0.0152169762160309,0
29.387 sec,0.0152485084122124,0
29.388 sec,0.0152485084122124,0
29.389 sec,0.0152485084122124,0
29.39 sec,0.0152485084122124,0
29.391 sec,0.0152485084122124,0
29.392 sec,0.0152485084122124,0
29.393 sec,0.0152169762160309,0
29.394 sec,0.0152485084122124,0
29.395 sec,0.0152169762160309,0
29.396 sec,0.0152169762160309,0
29.397 sec,0.015153914953692,0
29.398 sec,0.015153914953692,0
29.399 sec,0.0152169762160309,0
29.4 sec,0.0152800416514579,0
29.401 sec,0.0152800416514579,0
29.402 sec,0.015343111258308,0
29.403 sec,0.0153115759335591,0
29.404 sec,0.0153115759335591,0
29.405 sec,0.0153115759335591,0
29.406 sec,0.0153115759335591,0
29.407 sec,0.0152800416514579,0
29.408 sec,0.0152800416514579,0
29.409 sec,0.0153115759335591,0
29.41 sec,0.0152800416514579,0
29.411 sec,0.0152800416514579,0
29.412 sec,0.0152485084122124,0
29.413 sec,0.0152169762160309,0
29.414 sec,0.0152169762160309,0
29.415 sec,0.0152169762160309,0
29.416 sec,0.015153914953692,0
29.417 sec,0.015153914953692,0
29.418 sec,0.015153914953692,0
29.419 sec,0.0152169762160309,0
29.42 sec,0.0152169762160309,0
29.421 sec,0.0152169762160309,0
29.422 sec,0.0152485084122124,0
29.423 sec,0.0152169762160309,0
29.424 sec,0.0152800416514579,0
29.425 sec,0.0152485084122124,0
29.426 sec,0.0152485084122124,0
29.427 sec,0.015153914953692,0
29.428 sec,0.0152169762160309,0
29.429 sec,0.0152169762160309,0
29.43 sec,0.0152169762160309,0
29.431 sec,0.0152169762160309,0
29.432 sec,0.0152485084122124,0
29.433 sec,0.0152485084122124,0
29.434 sec,0.0152485084122124,0
29.435 sec,0.0152485084122124,0
29.436 sec,0.0152800416514579,0
29.437 sec,0.0152485084122124,0
29.438 sec,0.0152485084122124,0
29.439 sec,0.0152485084122124,0
29.44 sec,0.0152485084122124,0
29.441 sec,0.0152169762160309,0
29.442 sec,0.0152485084122124,0
29.443 sec,0.0152800416514579,0
29.444 sec,0.0153115759335591,0
29.445 sec,0.0153115759335591,0
29.446 sec,0.0152800416514579,0
29.447 sec,0.0152485084122124,0
29.448 sec,0.0152485084122124,0
29.449 sec,0.0152800416514579,0
29.45 sec,0.0152800416514579,0
29.451 sec,0.0152800416514579,0
29.452 sec,0.0152169762160309,0
29.453 sec,0.0152169762160309,0
29.454 sec,0.0152485084122124,0
29.455 sec,0.0153115759335591,0
29.456 sec,0.0153115759335591,0
29.457 sec,0.0153115759335591,0
29.458 sec,0.0152485084122124,0
29.459 sec,0.0152485084122124,0
29.46 sec,0.0152169762160309,0
29.461 sec,0.0152485084122124,0
29.462 sec,0.0152800416514579,0
29.463 sec,0.0152800416514579,0
29.464 sec,0.0152800416514579,0
29.465 sec,0.0152485084122124,0
29.466 sec,0.0152485084122124,0
29.467 sec,0.0152169762160309,0
29.468 sec,0.0152169762160309,0
29.469 sec,0.0152169762160309,0
29.47 sec,0.0152485084122124,0
29.471 sec,0.0152485084122124,0
29.472 sec,0.0152800416514579,0
29.473 sec,0.0152800416514579,0
29.474 sec,0.0152485084122124,0
29.475 sec,0.0152485084122124,0
29.476 sec,0.0152485084122124,0
29.477 sec,0.0152485084122124,0
29.478 sec,0.0152485084122124,0
29.479 sec,0.0152169762160309,0
29.48 sec,0.015153914953692,0
29.481 sec,0.015153914953692,0
29.482 sec,0.0152169762160309,0
29.483 sec,0.0152169762160309,0
29.484 sec,0.0152169762160309,0
29.485 sec,0.0152169762160309,0
29.486 sec,0.0152485084122124,0
29.487 sec,0.0152800416514579,0
29.488 sec,0.0152800416514579,0
29.489 sec,0.0152800416514579,0
29.49 sec,0.0152800416514579,0
29.491 sec,0.0152800416514579,0
29.492 sec,0.0152800416514579,0
29.493 sec,0.0152800416514579,0
29.494 sec,0.0152800416514579,0
29.495 sec,0.0152800416514579,0
29.496 sec,0.0152485084122124,0
29.497 sec,0.0152800416514579,0
29.498 sec,0.0152485084122124,0
29.499 sec,0.0152800416514579,0
29.5 sec,0.0152485084122124,0
29.501 sec,0.0152169762160309,0
29.502 sec,0.0152169762160309,0
29.503 sec,0.0152485084122124,0
29.504 sec,0.0152800416514579,0
29.505 sec,0.0152800416514579,0
29.506 sec,0.0152800416514579,0
29.507 sec,0.0152169762160309,0
29.508 sec,0.0152169762160309,0
29.509 sec,0.0152169762160309,0
29.51 sec,0.0152485084122124,0
29.511 sec,0.0152485084122124,0
29.512 sec,0.0152800416514579,0
29.513 sec,0.0152485084122124,0
29.514 sec,0.0152485084122124,0
29.515 sec,0.0152485084122124,0
29.516 sec,0.0152800416514579,0
29.517 sec,0.0152485084122124,0
29.518 sec,0.0152485084122124,0
29.519 sec,0.0152485084122124,0
29.52 sec,0.0152800416514579,0
29.521 sec,0.0152169762160309,0
29.522 sec,0.0152800416514579,0
29.523 sec,0.0152485084122124,0
29.524 sec,0.0152485084122124,0
29.525 sec,0.0152485084122124,0
29.526 sec,0.0152800416514579,0
29.527 sec,0.0153115759335591,0
29.528 sec,0.0153115759335591,0
29.529 sec,0.0153115759335591,0
29.53 sec,0.0152800416514579,0
29.531 sec,0.0152485084122124,0
29.532 sec,0.0152800416514579,0
29.533 sec,0.0152485084122124,0
29.534 sec,0.0152169762160309,0
29.535 sec,0.0151223858879508,0
29.536 sec,0.015153914953692,0
29.537 sec,0.0152169762160309,0
29.538 sec,0.0152485084122124,0
29.539 sec,0.0152800416514579,0
29.54 sec,0.0152169762160309,0
29.541 sec,0.0152485084122124,0
29.542 sec,0.0152485084122124,0
29.543 sec,0.0152485084122124,0
29.544 sec,0.0152800416514579,0
29.545 sec,0.0152800416514579,0
29.546 sec,0.0152485084122124,0
29.547 sec,0.0152485084122124,0
29.548 sec,0.0152485084122124,0
29.549 sec,0.0152800416514579,0
29.55 sec,0.0152800416514579,0
29.551 sec,0.0152485084122124,0
29.552 sec,0.0152169762160309,0
29.553 sec,0.0152169762160309,0
29.554 sec,0.0152169762160309,0
29.555 sec,0.0152485084122124,0
29.556 sec,0.0152800416514579,0
29.557 sec,0.0153115759335591,0
29.558 sec,0.0152800416514579,0
29.559 sec,0.0152485084122124,0
29.56 sec,0.0152485084122124,0
29.561 sec,0.0152800416514579,0
29.562 sec,0.0152485084122124,0
29.563 sec,0.0152800416514579,0
29.564 sec,0.0152800416514579,0
29.565 sec,0.0153115759335591,0
29.566 sec,0.0152800416514579,0
29.567 sec,0.0152800416514579,0
29.568 sec,0.0152485084122124,0
29.569 sec,0.0152485084122124,0
29.57 sec,0.0152169762160309,0
29.571 sec,0.0152485084122124,0
29.572 sec,0.0152485084122124,0
29.573 sec,0.0152800416514579,0
29.574 sec,0.0152800416514579,0
29.575 sec,0.0153115759335591,0
29.576 sec,0.0153115759335591,0
29.577 sec,0.0153115759335591,0
29.578 sec,0.0153115759335591,0
29.579 sec,0.0153115759335591,0
29.58 sec,0.0152800416514579,0
29.581 sec,0.0152800416514579,0
29.582 sec,0.0152800416514579,0
29.583 sec,0.0153115759335591,0
29.584 sec,0.0152800416514579,0
29.585 sec,0.0152800416514579,0
29.586 sec,0.0152485084122124,0
29.587 sec,0.0152800416514579,0
29.588 sec,0.0152800416514579,0
29.589 sec,0.0153115759335591,0
29.59 sec,0.0152800416514579,0
29.591 sec,0.0152485084122124,0
29.592 sec,0.0152169762160309,0
29.593 sec,0.0152485084122124,0
29.594 sec,0.0152800416514579,0
29.595 sec,0.0153115759335591,0
29.596 sec,0.015343111258308,0
29.597 sec,0.0152800416514579,0
29.598 sec,0.0152800416514579,0
29.599 sec,0.0152485084122124,0
29.6 sec,0.0152800416514579,0
29.601 sec,0.0152800416514579,0
29.602 sec,0.0152485084122124,0
29.603 sec,0.0152485084122124,0
29.604 sec,0.0152800416514579,0
29.605 sec,0.0152800416514579,0
29.606 sec,0.0152169762160309,0
29.607 sec,0.0152169762160309,0
29.608 sec,0.0152169762160309,0
29.609 sec,0.0152485084122124,0
29.61 sec,0.0152485084122124,0
29.611 sec,0.0152169762160309,0
29.612 sec,0.0152169762160309,0
29.613 sec,0.0152169762160309,0
29.614 sec,0.0152485084122124,0
29.615 sec,0.0152485084122124,0
29.616 sec,0.0152485084122124,0
29.617 sec,0.0152169762160309,0
29.618 sec,0.0152169762160309,0
29.619 sec,0.015153914953692,0
29.62 sec,0.0152169762160309,0
29.621 sec,0.0152169762160309,0
29.622 sec,0.0152169762160309,0
29.623 sec,0.0152169762160309,0
29.624 sec,0.0152800416514579,0
29.625 sec,0.0152800416514579,0
29.626 sec,0.0153115759335591,0
29.627 sec,0.0152800416514579,0
29.628 sec,0.0152800416514579,0
29.629 sec,0.0152800416514579,0
29.63 sec,0.0152485084122124,0
29.631 sec,0.0152485084122124,0
29.632 sec,0.0152485084122124,0
29.633 sec,0.0152800416514579,0
29.634 sec,0.0152800416514579,0
29.635 sec,0.0152485084122124,0
29.636 sec,0.0152485084122124,0
29.637 sec,0.015153914953692,0
29.638 sec,0.0151223858879508,0
29.639 sec,0.015153914953692,0
29.64 sec,0.0152169762160309,0
29.641 sec,0.0152485084122124,0
29.642 sec,0.0152169762160309,0
29.643 sec,0.0152169762160309,0
29.644 sec,0.0152169762160309,0
29.645 sec,0.0152169762160309,0
29.646 sec,0.0152169762160309,0
29.647 sec,0.0152485084122124,0
29.648 sec,0.0152485084122124,0
29.649 sec,0.0152485084122124,0
29.65 sec,0.0152169762160309,0
29.651 sec,0.0152169762160309,0
29.652 sec,0.0152169762160309,0
29.653 sec,0.0152169762160309,0
29.654 sec,0.0152169762160309,0
29.655 sec,0.0152800416514579,0
29.656 sec,0.0152800416514579,0
29.657 sec,0.0152485084122124,0
29.658 sec,0.0152485084122124,0
29.659 sec,0.015153914953692,0
29.66 sec,0.0152169762160309,0
29.661 sec,0.0152485084122124,0
29.662 sec,0.0152485084122124,0
29.663 sec,0.0152800416514579,0
29.664 sec,0.0153115759335591,0
29.665 sec,0.0153115759335591,0
29.666 sec,0.0153115759335591,0
29.667 sec,0.0152485084122124,0
29.668 sec,0.0152800416514579,0
29.669 sec,0.0152800416514579,0
29.67 sec,0.0152800416514579,0
29.671 sec,0.0152800416514579,0
29.672 sec,0.0152800416514579,0
29.673 sec,0.0152485084122124,0
29.674 sec,0.0152169762160309,0
29.675 sec,0.0152169762160309,0
29.676 sec,0.015153914953692,0
29.677 sec,0.0152169762160309,0
29.678 sec,0.0152169762160309,0
29.679 sec,0.0152485084122124,0
29.68 sec,0.0152800416514579,0
29.681 sec,0.0152800416514579,0
29.682 sec,0.0152800416514579,0
29.683 sec,0.0152485084122124,0
29.684 sec,0.0152485084122124,0
29.685 sec,0.0152485084122124,0
29.686 sec,0.0152485084122124,0
29.687 sec,0.0152169762160309,0
29.688 sec,0.0152169762160309,0
29.689 sec,0.0152169762160309,0
29.69 sec,0.0152169762160309,0
29.691 sec,0.0152169762160309,0
29.692 sec,0.015153914953692,0
29.693 sec,0.015153914953692,0
29.694 sec,0.0152485084122124,0
29.695 sec,0.0152800416514579,0
29.696 sec,0.0152485084122124,0
29.697 sec,0.0152485084122124,0
29.698 sec,0.0152485084122124,0
29.699 sec,0.0152485084122124,0
29.7 sec,0.0152485084122124,0
29.701 sec,0.0152485084122124,0
29.702 sec,0.0152169762160309,0
29.703 sec,0.015153914953692,0
29.704 sec,0.0152169762160309,0
29.705 sec,0.0152169762160309,0
